,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Laos,3081,20,23,24,52,732,29,45,,0,71,88,0,33,22,50,15,49,59,0,40,,7,55,48,406,4,11,,7,30,7,6,6,31,204,0,46,21,53,29,0,37,22,5,76,121,0,0,23,,51,118,0,265,,33
Latvia,404,,0,3,0,54,3,5,,0,30,13,0,,,30,4,4,0,0,,,5,24,9,9,0,,,,,3,21,,69,15,,5,0,,8,0,4,3,0,5,8,,0,,,13,27,0,7,0,0
Lebanon,3787,11,,56,4,884,12,41,,10,265,34,0,3,,59,17,6,17,10,24,6,30,280,634,34,0,20,,8,24,35,109,5,219,70,0,168,20,26,64,4,22,14,,19,295,,0,,0,139,39,,8,0,30
Lesotho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,2767,3,0,32,,96,7,27,22,4,48,143,,5,5,46,10,26,,18,3,3,188,93,33,377,3,20,,5,,6,194,,192,146,6,64,6,8,480,0,135,15,9,24,96,3,0,,,81,29,0,13,0,32
Libya,249,0,0,7,0,41,8,6,0,0,17,5,0,0,0,5,,,4,3,,,,9,4,10,,5,,,0,0,7,0,10,,0,7,0,6,7,0,,0,,4,31,0,0,0,0,12,11,,8,0,6
Lithuania,786,0,,3,0,81,15,17,,0,63,9,0,,0,322,3,0,,,,0,10,26,10,9,0,,0,0,3,0,22,0,77,9,0,8,0,,19,0,,3,,8,5,,0,6,3,14,19,,5,0,2
Luxembourg,22,0,0,,0,,0,,0,0,5,0,0,0,0,0,,0,0,0,0,0,,3,0,0,0,0,0,0,0,,,0,,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Macau,158,0,0,0,0,80,,0,0,0,3,0,0,7,0,,0,0,0,,0,0,,5,,,0,0,0,0,,,,0,28,0,0,,,0,,0,0,0,0,,8,0,0,0,0,,8,,0,0,0
Macedonia,741,,10,13,,24,4,44,0,,50,5,0,0,,79,41,,0,4,,,7,5,60,,0,,0,,7,,136,0,118,3,0,20,,,5,0,,,0,,25,0,0,0,0,10,8,,36,0,3
Madagascar,49,0,0,,0,8,,0,,,,,0,0,0,0,0,,0,0,0,0,5,0,0,,0,4,0,0,0,0,,0,5,0,0,,0,0,3,0,0,0,0,0,0,0,0,,0,7,,0,0,0,0
Malawi,58,,0,,0,16,0,,0,0,4,0,0,0,0,,3,0,0,,,0,,0,0,,0,0,0,0,0,0,,0,,,0,0,4,0,,0,0,,,,9,0,0,0,0,3,0,0,0,0,0
Malaysia,1178,4,,23,3,294,12,13,,7,34,38,,7,,26,4,,14,5,8,,21,27,18,16,,5,3,,13,,53,,202,25,0,16,7,6,24,0,0,,0,11,106,,0,,,45,55,,4,0,6
Maldives,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,149,,0,,0,4,12,,,0,0,9,0,0,0,,6,0,,0,,0,15,3,,5,0,0,0,0,0,0,,0,32,3,0,4,,0,22,0,,0,0,,3,0,0,,0,3,5,0,3,0,2
Malta,72,0,0,0,0,13,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0,0,,0,,0,34,,0,,0,0,0,0,0,,0,0,,0,0,0,0,3,,0,0,0,0
Marshall Islands,29,0,0,0,,,,0,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,3,0,0,0,0,0,0,4,0,0,0,0,7,,0,0,0,0
Martinique,23,0,0,0,,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,175,0,0,4,0,,3,,0,,,6,0,0,0,3,6,,0,21,3,0,4,,,5,0,5,0,0,0,0,3,0,35,6,0,23,0,0,4,0,,,0,11,4,0,0,0,0,10,,0,0,0,4
Mauritius,89,0,,3,0,18,,,0,,9,,0,,0,,0,0,,0,0,0,6,3,3,,0,,0,0,0,0,3,0,8,,0,0,0,0,7,0,,0,0,0,4,,0,0,,7,,0,0,0,0
Mexico,111630,190,68,5412,511,50984,1652,168,97,18,2443,1364,22,120,678,6139,821,407,914,170,212,11,277,162,573,479,145,411,23,436,2237,20,480,1952,1163,1905,,289,601,1062,414,30,41,308,15,436,20715,49,0,741,,762,1948,12,693,70,772
Micronesia,125,0,,0,0,12,4,0,0,0,,9,3,15,,0,0,0,,6,,0,0,0,0,0,0,,0,,0,0,,,4,8,0,0,,0,,0,0,0,0,,9,5,0,0,0,20,14,0,0,0,1
Moldova,1239,0,4,3,,222,12,16,0,0,37,21,0,,,29,10,4,4,,3,0,21,75,10,52,,8,4,,3,3,27,,144,54,,14,,45,37,0,0,3,,16,15,,0,4,0,29,280,0,7,0,6
Monaco,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Mongolia,137,0,0,,0,32,10,0,,0,,0,0,,0,10,7,0,,0,,0,6,,0,0,0,,0,0,6,0,,0,4,0,0,,0,,3,0,0,0,0,0,3,0,0,,0,29,9,0,0,0,2
Montenegro,140,0,0,,0,,0,,0,0,,3,0,0,0,11,0,0,0,0,0,0,,0,11,,0,0,0,0,0,0,5,0,94,,0,0,0,,,0,0,0,0,0,,0,0,0,,0,,0,0,0,0
Montserrat,59,0,,0,0,,0,,0,0,8,,0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,0,0,0,,0,19,,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0
Morocco,4556,12,0,21,6,277,69,108,16,22,476,86,0,5,0,156,30,17,17,22,15,4,115,573,20,36,22,17,,,36,17,206,4,622,199,3,112,38,17,249,,23,45,3,23,180,0,,5,6,488,63,3,40,,26
Mozambique,47,,0,,0,3,0,,0,0,4,,0,,,0,0,0,0,0,0,0,,3,0,,0,,0,,0,0,5,0,,,0,,0,0,,0,,0,0,,6,0,0,0,0,3,,0,0,0,0
Namibia,27,0,0,,0,,0,,0,0,,3,0,0,0,,0,0,0,,0,0,3,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,,,0,,0,0
Nauru,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,1632,9,5,13,5,185,83,36,,4,28,30,,5,,37,5,7,20,9,3,,109,90,22,35,,8,0,10,6,29,23,,188,46,,4,4,10,23,0,6,3,,3,201,0,0,6,4,237,46,0,15,,9
Netherlands,889,3,,16,3,167,16,25,,6,94,31,0,7,3,21,4,,,5,4,3,24,19,21,9,0,8,4,0,10,,29,7,63,35,0,17,6,13,26,0,3,8,0,9,45,0,,10,4,41,42,,5,0,12
Netherlands Antilles,40,0,0,0,0,,,0,0,,6,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,4,,11,3,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,0,0,3
New Caledonia,5,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,562,,3,23,4,145,23,6,0,5,28,13,0,16,5,8,7,3,3,6,3,,10,16,6,7,,4,0,,10,,9,4,24,16,,5,,11,11,0,,,,,32,0,0,12,,26,29,,10,,3
Nicaragua,7445,9,,24,8,1512,19,20,8,28,3899,84,5,11,6,40,20,8,3,7,91,,141,34,6,20,9,10,0,,66,,133,10,196,197,0,17,8,13,51,9,5,32,,26,299,10,0,8,,195,43,,18,0,75
Niger,67,,0,,0,4,0,0,0,3,,,0,0,0,0,4,0,0,0,0,0,9,,,3,0,0,0,4,0,0,,0,4,8,0,5,0,0,,0,0,,0,,,0,0,0,,,,0,0,0,7
Nigeria,9298,41,8,77,9,889,44,88,43,87,277,633,,8,3,459,135,17,39,28,52,,1186,262,152,187,18,91,0,18,45,10,496,5,1035,281,8,125,37,24,262,,76,38,0,89,1478,10,,6,,195,67,9,44,,99
Northern Mariana Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Norway,128,,0,6,0,19,3,10,0,,11,,0,0,0,5,0,0,,0,,0,,,,,,,,,0,,4,,8,,0,,,,3,0,0,0,0,0,12,0,0,,,7,6,0,5,0,2
Oman,32,0,0,0,0,,0,,0,0,0,0,0,0,0,4,0,0,0,,0,0,0,,,0,0,0,0,,0,0,4,0,5,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,,0,0,,0,0
Pakistan,12528,41,4,63,19,1497,59,244,61,17,515,306,0,0,6,807,117,27,64,40,68,4,460,201,297,102,27,104,,19,45,18,799,18,2272,265,0,150,72,32,294,0,25,38,4,73,1791,3,,35,8,1058,146,10,103,,94
Palau,54,0,0,,0,7,,0,0,0,,,4,5,0,0,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,,0,,5,3,0,0,0,9,3,0,0,0,0
Panama,1694,7,5,20,8,173,16,12,6,11,375,87,,5,,23,6,3,8,10,10,,48,22,8,9,6,13,,,14,,45,4,251,87,,12,13,3,23,9,0,18,,14,157,4,,6,0,73,24,,10,0,21
Papua New Guinea,18,0,0,,0,5,,,0,0,0,0,0,4,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Paraguay,310,0,0,,,31,,10,0,3,49,,0,0,0,6,,,,,0,0,16,,3,0,,,0,,,0,17,0,90,10,0,3,,3,,0,0,0,0,5,16,,0,,,12,4,0,3,0,5
Peru,10349,15,6,54,15,1747,79,305,13,35,2580,169,4,20,38,148,41,10,25,17,20,5,305,150,41,40,11,29,4,12,90,5,1192,14,1018,245,,62,37,35,119,42,19,38,,43,356,6,0,123,5,695,121,,43,5,93
Philippines,38934,95,315,589,76,16632,176,311,63,79,1659,290,381,1652,58,1533,207,85,80,76,111,36,871,260,320,218,84,190,23,57,1372,49,1759,66,1836,633,16,231,106,208,403,4,50,226,21,183,1835,57,25,71,14,1226,1577,23,158,14,244
Poland,10604,10,12,80,5,398,53,664,15,12,458,59,4,4,,3907,40,5,4,7,12,7,72,243,236,40,4,30,6,7,43,17,1169,8,1956,90,,79,4,12,281,,27,23,3,23,104,5,0,18,8,86,110,,96,,41
Portugal,2143,,0,9,0,182,3,169,3,3,84,8,0,3,5,5,3,0,,0,,0,43,552,4,3,,3,0,0,3,12,531,0,205,17,0,,,,35,0,129,,0,,12,0,0,0,0,66,13,0,4,0,23
Puerto Rico,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Qatar,106,,0,0,,15,,,0,0,,,0,0,0,6,,0,,,,0,,3,7,,0,4,0,0,,0,5,0,11,4,,3,,,4,0,0,,0,0,12,0,0,0,0,4,,0,0,0,1
Romania,4388,13,3,159,11,613,47,78,5,11,305,153,0,6,24,417,33,9,7,14,12,3,51,73,293,40,7,50,3,4,68,21,171,14,504,71,,193,9,101,136,,10,24,,51,167,,0,9,,96,228,5,23,,35
Russia,9490,25,65,92,13,1813,206,122,14,29,454,161,,19,34,370,85,24,48,33,15,15,215,429,124,169,9,68,9,21,93,38,359,16,1589,186,6,180,36,219,360,4,13,49,3,40,292,6,,32,14,282,842,4,80,8,55
Rwanda,161,0,0,,0,11,,3,0,,5,6,0,,0,3,4,0,0,,0,,8,4,5,4,0,,0,0,3,9,4,0,12,14,,7,0,,12,0,,0,0,6,17,0,0,,0,4,3,0,,0,0
Saint Helena,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Saint Kitts-Nevis,389,,,0,0,9,0,4,0,0,84,23,0,,0,,0,0,0,0,,0,12,9,,4,0,,0,,0,0,17,0,100,9,0,0,,0,5,4,0,,0,,8,,75,,0,11,0,0,0,0,0
Saint Lucia,583,,0,,,22,,29,4,,75,14,0,,0,6,3,,0,0,5,0,11,9,3,,0,,0,0,3,,22,0,236,6,0,0,0,0,14,,,0,0,,30,0,58,0,0,10,,0,,0,2
Saint Vincent and the Grenadines,513,,0,3,3,13,0,8,,3,33,8,0,0,0,,,0,,0,,0,9,13,3,0,0,,0,0,0,0,21,0,314,6,,,,,23,0,,4,0,3,,,13,0,0,11,,0,0,0,3
Samoa,185,0,9,3,0,67,,0,0,0,,,0,28,0,4,3,0,3,,,0,0,0,0,0,0,,0,,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,24,0,,24,0,0,0,1
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,768,5,0,13,,121,10,6,,5,52,18,0,0,0,48,6,9,6,,6,0,22,15,39,10,7,8,0,,,,40,0,56,18,0,24,10,4,16,0,,,,4,93,0,0,0,0,59,14,0,5,,4
Senegal,640,0,,3,,40,5,5,,10,19,34,,0,0,13,25,5,4,18,0,,44,14,12,3,,8,0,0,3,,21,0,122,23,0,51,7,,12,,20,3,0,11,32,,0,0,,29,14,0,6,0,12
Serbia,15,0,0,,0,,0,0,0,0,3,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,2597,,6,66,3,249,15,62,,17,189,41,0,,13,254,33,12,,22,9,,22,55,177,18,,31,0,4,38,3,152,4,649,48,3,48,4,14,66,0,0,6,8,11,74,0,,8,,55,32,0,45,0,19
Seychelles,19,,0,0,0,3,0,,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,0,0,0,0,0
Sierra Leone,1868,3,0,16,0,97,,13,11,16,31,63,,0,,8,5,5,,,,,426,62,38,58,0,16,0,,5,4,113,0,135,63,3,71,,,163,0,,,0,11,79,,0,,,270,23,0,6,0,34
Singapore,403,,0,9,,132,8,,4,3,16,8,,6,,10,5,3,3,,,0,9,6,5,4,,3,0,0,5,4,9,,23,12,0,5,0,10,6,0,0,0,0,3,37,0,0,4,0,10,25,0,,0,1
Slovakia,488,3,,6,,50,8,9,,0,51,9,0,,,51,5,5,,0,,0,6,5,6,8,,4,0,0,3,,77,,87,10,0,3,,,17,0,,7,0,3,8,,0,,0,5,13,0,4,0,3
Slovenia,64,0,0,0,0,16,0,,0,,5,0,0,0,,3,0,,0,,0,0,,,,,,0,0,0,4,0,3,0,8,0,0,3,0,0,0,0,0,,0,,,0,0,0,0,3,,0,0,0,0
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0
Somalia,3818,,,102,0,225,30,6,0,4,9,101,0,,4,51,8,11,8,31,3,79,31,106,46,1384,,96,0,30,13,3,5,,52,37,8,404,0,48,11,0,0,0,8,122,88,0,0,25,4,143,383,0,36,0,57
South Africa,2436,9,6,54,5,443,70,49,4,8,300,129,0,13,5,53,26,5,14,7,9,,34,78,35,23,12,24,8,8,14,6,89,8,129,135,,39,18,22,58,,8,42,3,33,172,4,0,22,,64,92,3,25,0,12
Soviet Union,4263,20,14,29,8,562,41,65,5,7,302,74,,7,6,160,23,20,10,21,9,,177,247,71,38,5,21,,3,15,13,316,17,1062,95,,41,11,45,130,0,6,37,6,38,135,0,,12,6,134,151,,18,0,23
Spain,1420,,,17,0,202,17,29,4,12,254,30,0,3,3,35,5,3,4,6,4,,37,47,18,15,3,,,,12,4,134,7,159,53,,6,4,6,26,30,0,12,0,8,80,,0,8,0,45,35,4,8,,18
Sri Lanka,1367,,3,18,8,381,5,31,,4,30,19,0,7,3,21,5,4,9,4,4,,106,42,17,25,,6,0,3,20,,87,,169,30,,20,4,13,19,0,3,7,0,9,86,,,,0,72,42,,8,0,7
Sudan,2855,13,4,120,6,141,82,32,4,13,72,105,0,4,13,77,15,100,14,33,5,47,61,47,58,114,5,74,0,120,11,41,33,,183,150,25,39,,8,91,0,5,9,54,85,247,0,0,46,12,293,92,0,17,0,32
Suriname,198,3,0,3,0,7,0,,0,,57,3,0,0,0,,0,,0,0,,0,5,,,,,,0,0,0,0,4,,81,3,0,0,,0,4,0,,,0,0,4,0,0,0,0,3,,0,0,0,0
Swaziland,21,0,0,,0,3,0,0,0,0,3,,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0
Sweden,940,3,,18,3,224,23,36,,8,99,19,0,5,3,27,5,0,3,4,4,,18,23,13,16,3,3,3,0,8,5,29,5,61,39,0,11,3,17,26,,8,6,0,6,38,0,0,7,,39,46,0,7,,7
Switzerland,529,3,,8,0,149,12,12,0,,54,4,0,7,,21,3,0,0,0,4,0,11,21,9,4,0,3,,,6,,18,,44,17,0,6,0,7,14,,,11,,3,17,,0,,4,17,13,0,3,,3
Syria,2484,8,0,27,3,799,14,25,0,,154,31,0,,3,130,18,7,17,8,15,,29,70,124,4,5,9,0,4,15,,154,,225,31,0,83,16,6,120,,29,11,0,21,118,0,0,4,0,76,16,8,11,0,27
Taiwan,7606,14,5,89,7,4027,46,54,7,,119,98,11,61,,124,43,14,20,13,14,5,141,115,51,44,6,42,0,6,58,7,276,14,630,102,0,60,7,53,108,0,5,22,0,23,504,,0,31,4,157,312,7,24,0,21
Tajikistan,156,0,0,,0,11,15,3,0,0,8,,0,0,0,0,,0,,0,0,0,3,,,,,3,0,4,,0,,0,62,0,0,,,7,5,0,0,0,0,0,,0,0,0,0,4,10,0,0,0,1
Tanzania,567,8,0,3,,73,0,4,,4,43,30,,,,12,3,0,20,,3,0,34,24,6,20,0,19,0,3,6,4,19,5,42,14,0,24,,,17,0,,,0,5,67,,0,,0,18,12,,7,0,1
Thailand,4962,22,29,62,16,1609,65,53,5,12,317,77,9,65,22,122,26,16,31,13,32,17,100,166,56,170,9,34,,7,123,9,53,11,207,156,,46,24,52,82,0,23,40,,39,238,10,0,19,6,222,258,,127,6,41
Togo,1132,4,0,21,,26,19,45,,6,34,95,0,3,,64,12,10,9,8,,3,124,14,3,93,,17,0,49,6,,38,0,146,51,,33,3,3,37,0,3,4,0,5,29,,0,6,,72,15,0,7,0,2
Tonga,269,0,6,10,0,137,3,0,0,0,,0,0,26,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,6,0,0,0,3,0,0,0,,0,,0,0,,0,0,9,0,0,48,0,,10,0,0,0,0
Trinidad and Tobago,5726,10,4,33,5,145,12,62,18,42,1020,168,,10,0,21,9,,6,15,22,0,315,121,13,14,6,8,0,,9,,357,6,2465,113,,19,7,8,178,3,7,34,,17,184,6,20,0,0,135,28,,7,0,33
Tunisia,479,,,6,0,65,5,3,3,8,69,8,0,,,14,7,,,,4,,16,5,15,8,,3,0,,6,,21,,47,17,0,10,0,4,36,,0,,0,6,15,,0,,0,47,5,0,4,0,3
Turkey,3219,9,3,35,13,438,26,70,23,18,238,77,0,7,,79,24,8,4,5,18,7,73,93,25,9,3,17,3,3,31,5,439,9,635,96,0,56,8,20,98,,4,18,0,24,132,3,,4,,174,79,3,14,,32
Turkmenistan,91,,0,,0,12,0,0,0,,4,0,0,0,0,4,0,0,0,0,0,0,3,3,,0,0,,0,0,0,,5,0,27,,0,,0,0,3,0,0,0,0,0,4,0,0,0,0,3,8,0,6,0,0
Turks and Caicos Islands,21,0,0,0,0,0,0,0,0,0,16,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Virgin Islands,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,489,3,0,5,,75,9,7,5,3,38,12,0,,,4,,3,4,,0,,35,73,8,12,0,4,0,,,,16,,13,22,,11,,3,6,0,0,3,0,4,39,0,0,,,29,16,,4,0,6
Ukraine,9123,20,20,58,11,1233,105,155,9,9,407,83,0,9,35,542,49,13,31,35,10,7,143,252,131,111,5,68,6,25,48,25,397,7,1955,195,9,240,18,227,547,,12,61,18,66,139,,,27,,138,1279,3,52,3,69
United Arab Emirates,383,4,0,9,3,60,,,3,0,18,6,0,0,,19,,,4,,,0,11,6,13,12,0,4,0,0,,,20,,35,14,0,16,,3,9,0,,0,0,7,53,0,0,,,21,7,0,8,0,0
United Kingdom,10060,41,19,205,28,1938,201,221,30,52,1112,316,4,36,32,291,74,33,31,38,41,39,246,353,203,88,16,71,14,13,81,52,394,44,825,405,8,154,23,121,331,,25,151,7,80,640,5,,45,21,407,307,18,50,5,72
United States,51,0,0,0,0,9,0,,0,0,4,0,0,0,0,0,0,0,,0,0,0,5,0,3,0,0,0,0,0,0,0,,0,10,,0,,0,0,,0,,0,0,0,4,0,0,0,0,4,,0,0,0,0
Uruguay,634,0,0,7,0,49,5,13,0,0,216,29,0,0,0,6,3,0,0,0,,,9,26,,,,0,0,0,6,6,85,,59,13,0,3,0,,4,,,7,0,,15,0,0,11,0,31,5,0,6,0,5
Uzbekistan,1513,3,3,25,,173,15,6,0,3,75,17,0,,5,29,7,,6,5,,0,16,42,9,10,,13,,,9,,51,4,717,22,,21,3,10,60,0,4,10,0,7,21,,0,,3,22,49,,13,0,6
Vanuatu,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,4735,11,,32,6,261,36,36,12,9,2316,105,,12,3,55,23,4,19,8,39,4,70,90,27,28,14,21,3,9,18,,149,8,302,144,0,43,20,16,68,48,13,31,0,37,337,3,3,42,0,121,29,3,10,0,33
Vietnam,31168,129,26,574,101,11381,377,227,53,16,1311,926,6,173,42,440,143,172,261,85,745,51,401,1120,243,431,184,328,3,116,219,52,482,109,642,781,13,207,234,414,1051,5,29,151,24,256,3485,7,3,124,11,1062,1451,10,64,4,213
Yemen,1243,19,0,7,4,252,,14,6,,8,3,0,0,,34,19,0,,,16,,5,6,295,,10,,0,0,,0,9,0,371,44,0,4,0,,6,0,,,0,29,12,0,0,,0,25,14,3,0,0,11
Zambia,289,6,,4,,41,8,7,,,21,15,0,,0,8,,0,,,0,,13,6,4,4,,3,0,,3,0,17,0,11,12,0,8,5,4,9,0,0,3,,3,33,0,0,,0,16,6,0,,0,1
Zimbabwe,489,,,11,,60,11,5,,,39,28,0,,0,6,16,,5,,3,,8,20,10,6,,5,,8,5,5,21,0,25,30,,11,3,4,15,0,0,4,,8,64,0,0,,,15,13,,0,0,3
Unknown,940,4,1,10,4,139,5,11,0,0,112,24,0,1,0,84,6,5,4,13,21,0,14,33,17,7,7,5,1,1,3,0,23,12,85,17,0,34,4,4,17,3,4,14,0,15,96,0,0,2,0,20,14,2,1,0,41
