,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Libya,142,,0,4,0,23,,,0,0,8,,,0,0,11,,,,0,,0,,5,7,,0,,,0,0,0,3,,22,3,0,4,,0,5,,0,3,0,,9,0,0,0,0,7,7,0,,0,1
Liechtenstein,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Lithuania,964,3,,3,,64,12,18,3,0,74,23,,0,0,345,5,,,,,0,17,29,18,11,,5,0,,20,,66,,113,8,0,31,,,15,,7,5,0,3,9,0,0,0,,18,6,,13,0,2
Luxembourg,9,0,,0,0,,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
Macau,163,0,0,,0,86,0,0,0,0,,3,,9,0,,,0,0,0,0,0,,7,0,0,0,0,0,0,3,0,3,0,36,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,4,0,,0,1
Macedonia,837,0,4,15,0,17,,31,0,,33,3,,0,,91,37,,0,,0,0,,10,103,,0,,0,0,5,,166,0,206,,0,34,0,3,9,,0,0,0,0,12,0,0,,0,12,3,0,21,0,6
Madagascar,36,0,0,0,0,8,,0,0,,3,0,,0,0,0,0,0,0,0,0,,3,,0,,3,0,,0,0,0,,0,8,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Malawi,67,0,0,,0,9,0,,0,0,4,,,0,0,,4,,0,,0,0,,,4,,0,,0,0,0,,,0,4,5,,,,0,,,0,,0,4,4,0,0,0,0,,,0,0,0,1
Malaysia,1264,6,0,16,3,314,13,13,,,63,53,,20,,25,,0,16,,,,25,36,17,17,3,9,0,,12,6,72,3,225,21,,17,3,10,40,,,7,0,9,100,0,,,0,26,26,,7,0,10
Maldives,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,118,0,0,,,7,3,0,0,,,7,,,0,,,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,4,0,32,,0,,,0,18,,,0,0,4,0,0,0,,4,3,,0,,0,1
Malta,86,0,0,0,0,7,0,,0,0,0,,,0,0,,,0,,0,0,0,,4,11,0,0,,0,0,,,,0,46,0,0,0,0,,0,,0,,0,0,0,0,,0,0,,,,0,0,0
Marshall Islands,14,0,0,0,,,0,0,0,0,0,0,,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
Martinique,16,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mauritania,106,0,0,,0,4,,0,0,0,3,3,,0,0,3,,0,0,7,0,0,6,,3,,0,,0,0,0,0,,0,26,,0,21,0,0,6,,0,0,0,,5,0,,0,0,,,0,0,0,1
Mauritius,65,0,0,4,0,10,0,0,0,0,3,8,,0,0,,0,0,0,0,0,,,0,,,0,0,0,,0,0,5,0,5,,0,0,0,0,3,,0,0,0,0,6,0,0,0,0,11,,0,0,0,0
Mexico,83979,138,54,4048,362,38210,1338,104,64,17,2284,1246,,178,312,6675,636,214,695,129,68,11,201,120,426,379,53,329,19,539,2188,48,476,726,1113,1136,13,226,529,673,326,,37,173,19,229,12796,0,66,598,8,507,1318,18,438,43,1426
Micronesia,41,0,0,0,0,,0,0,0,,0,,,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,,0,0,0,0,3,0,4,0,0,,3,0,0,0,1
Moldova,988,6,0,4,0,208,9,3,0,,28,42,,,,18,5,0,,3,0,0,11,57,6,36,,9,,0,7,,34,0,212,31,0,12,3,16,47,,,0,0,9,12,0,,6,,17,114,0,,,7
Mongolia,60,0,0,0,0,18,4,,0,0,,0,,0,0,,0,,0,3,0,0,4,,0,0,0,0,0,0,0,0,3,0,,0,0,,,0,0,,0,0,,0,3,0,0,,,7,3,0,,0,0
Montserrat,96,,0,0,0,,0,0,0,0,13,,,0,0,0,0,0,0,0,0,0,,22,,0,0,0,0,0,0,0,3,0,43,0,0,0,,0,0,,0,0,0,,,0,,0,0,,0,0,0,0,2
Morocco,3643,5,0,19,6,238,60,67,6,12,477,98,,,0,100,22,,11,16,,,64,420,38,46,3,15,0,6,23,22,154,,633,162,0,75,27,11,169,,15,38,0,10,106,0,,3,5,363,36,,17,,32
Mozambique,62,,0,,0,6,0,0,0,0,9,,,,,0,0,,0,0,0,0,,11,0,0,0,0,0,0,,0,8,0,3,4,0,0,0,0,,,,0,0,,3,0,0,,0,,0,0,0,0,1
Namibia,17,0,0,0,0,3,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,,0,,,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0
Nauru,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,575,5,3,5,0,67,25,5,0,,9,21,,6,,3,5,0,4,,,0,43,27,22,17,0,4,0,10,3,8,12,3,49,20,0,5,6,13,9,,,0,0,4,38,0,0,7,,75,11,0,8,0,14
Netherlands,1008,9,,28,,166,19,11,,4,136,37,,7,4,24,7,,4,4,,5,26,26,34,17,0,6,,0,12,8,51,7,77,27,0,33,6,16,23,,,17,,4,50,0,,5,4,34,23,,10,,12
Netherlands Antilles,33,0,0,0,0,,0,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,,0,0,0,0,,,0,,0,0,3,0,3,0,0,0,,0,0,0,0
New Caledonia,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
New Zealand,440,,3,11,0,105,14,0,3,3,27,18,,25,,12,5,0,0,3,,,3,11,4,6,0,3,3,,11,4,15,,23,14,0,7,,6,6,,,10,,5,19,0,,15,0,4,21,0,0,3,4
Nicaragua,9283,4,,36,8,1659,15,22,5,16,5676,77,,16,5,58,16,3,16,8,32,,140,42,8,13,,16,4,4,85,3,189,3,298,130,0,25,4,4,30,,5,15,7,12,218,0,10,15,,204,29,,21,0,70
Niger,46,0,0,,0,3,0,0,0,0,,5,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,,0,,0,3,3,0,4,0,0,,,0,,0,,4,0,0,0,0,,,0,0,0,10
Nigeria,8652,59,6,58,15,689,40,72,38,83,257,842,,11,,410,91,3,28,13,33,,980,258,180,190,7,79,0,14,19,30,594,10,1253,283,,155,67,15,212,,49,43,0,62,1068,0,,10,,154,34,,32,,96
Northern Mariana Islands,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,145,,0,4,0,14,,,0,0,23,,,,0,3,,0,0,0,,,3,4,,,0,0,,0,7,,10,0,12,9,0,,0,,,,0,,0,0,11,0,0,3,0,5,7,0,0,0,3
Oman,23,0,0,0,0,3,0,,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,,0,0,,0,3,0,0,0,0,,,0,0,0,1
Pakistan,10411,30,,62,8,1185,36,170,36,7,496,355,,6,3,743,77,6,34,26,37,3,317,163,233,71,6,74,0,5,45,25,757,7,2403,218,5,130,47,11,255,,14,44,,42,1110,0,6,18,5,815,97,20,49,3,92
Palau,36,0,0,0,0,5,0,0,0,0,0,0,,7,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,,0,,0,,0,0,4,0,3,0,0,,6,0,0,0,0
Panama,1930,20,4,13,7,162,21,9,4,6,523,109,,17,0,25,9,0,14,10,16,0,40,21,11,5,3,12,0,10,20,4,58,,312,88,,21,5,3,28,,4,20,0,11,114,0,18,7,0,100,11,3,7,0,22
Papua New Guinea,12,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,0,0,0,0
Paraguay,285,0,0,,0,14,3,9,,4,58,8,,,0,4,0,0,0,,0,0,10,4,0,,0,,0,,3,0,24,0,91,,0,3,0,,,,0,,0,0,6,0,,3,0,17,4,0,0,0,3
Peru,10063,15,6,54,8,1454,56,187,12,14,2828,177,,29,12,130,25,,21,14,9,4,258,114,25,30,3,26,,15,85,11,1511,13,1364,147,,42,43,35,118,,15,32,,25,211,0,33,74,7,564,82,7,19,,92
Philippines,40500,96,239,428,72,16171,150,291,53,34,2145,412,,2140,36,2213,211,33,98,93,53,27,744,241,466,151,47,178,21,47,1609,98,2345,55,2339,548,9,229,107,188,370,,38,207,14,191,1734,0,596,70,9,1253,1014,37,117,9,424
Poland,10230,10,3,79,,348,62,505,18,,469,70,,13,7,3342,52,,10,5,,9,64,243,220,27,3,17,,3,42,24,1383,12,2246,91,,112,11,10,278,,24,20,3,16,76,0,,5,,75,56,3,68,0,85
Portugal,2638,0,,9,0,220,,103,0,,110,14,,3,3,3,,0,0,0,4,3,37,827,0,4,,,0,0,3,30,684,,222,12,0,5,,,49,,176,,0,0,13,0,0,,,53,4,0,4,,26
Puerto Rico,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,59,0,0,,0,6,0,0,0,0,10,3,,0,0,3,0,0,,,0,0,0,,5,,0,4,0,0,0,0,,0,10,,0,,0,0,3,,0,0,0,0,,0,0,0,0,,,0,0,0,0
Romania,5484,9,4,187,24,681,45,64,5,8,464,288,,4,8,518,31,4,10,11,,4,77,66,521,33,4,32,0,9,72,19,166,9,755,93,4,280,10,137,169,,5,29,,38,192,0,4,10,6,71,216,5,18,0,60
Russia,9412,44,50,67,,1481,179,109,10,13,482,197,,23,16,294,49,4,32,32,14,29,193,485,103,160,6,66,5,24,49,51,470,20,2498,162,5,187,21,104,394,,16,44,4,33,246,0,,47,11,194,520,8,68,8,80
Rwanda,178,,0,12,0,8,0,3,0,0,9,7,,0,0,8,,0,0,4,,0,7,6,10,3,0,,0,0,0,10,7,0,12,8,,12,0,,,,0,0,0,13,10,0,0,,3,5,7,0,,0,2
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts-Nevis,483,3,,0,0,5,,5,,,94,20,,0,0,4,0,0,0,0,0,0,13,12,,,0,0,,,0,,8,0,137,10,0,,,0,8,,4,,0,,12,0,116,0,0,11,,0,0,0,2
Saint Lucia,623,0,0,4,,21,,24,,0,105,20,,,0,0,,0,,,,0,11,10,3,0,0,,0,0,3,,24,0,252,12,0,,0,0,11,,0,0,0,,25,0,57,0,,16,,0,,0,4
Saint Vincent and the Grenadines,624,,0,,0,14,0,8,,5,64,17,,,0,,,0,,0,0,0,13,13,0,0,0,,0,,,,34,0,393,5,0,,,0,16,,0,,0,,3,0,12,0,0,7,,0,0,0,2
Samoa,201,0,8,3,0,52,,0,0,0,4,,,63,,0,0,0,,0,0,0,0,,,,0,4,0,0,0,0,,,4,3,0,,0,3,,,0,0,0,,4,0,0,20,0,3,15,0,0,0,1
San Marino,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,511,,0,3,,78,6,,0,0,42,9,,3,0,39,4,0,4,4,,0,16,6,35,8,0,3,0,0,4,,25,3,30,23,0,21,0,10,6,,0,8,0,3,48,0,0,0,0,41,9,,,0,8
Senegal,503,3,,4,,33,4,3,0,7,15,30,,,0,9,7,0,,3,0,0,40,21,12,3,0,,0,0,4,,27,,122,17,0,33,3,,15,,17,,0,8,14,0,0,0,,19,7,,4,0,6
Serbia and Montenegro,5555,4,,92,3,357,35,121,8,12,461,183,,13,37,410,50,14,7,70,5,9,42,119,238,44,,42,0,11,55,53,256,5,1673,145,12,118,5,49,181,,3,12,12,37,167,0,,41,7,106,57,0,88,0,82
Seychelles,22,0,0,,0,,,0,,0,3,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,3,0,0,0,0,4,,0,0,0,0
Sierra Leone,1683,,3,25,,87,,10,10,9,26,109,,3,0,15,,,,3,,0,281,43,22,48,,7,0,,,7,165,,159,70,,88,4,9,125,,5,4,0,17,54,0,0,4,0,220,7,,4,0,24
Singapore,347,,,8,,109,4,,,0,14,7,,9,0,10,0,0,,0,,0,5,6,4,3,0,3,0,,,0,16,0,40,11,,4,,7,7,,,,0,,25,0,0,3,0,16,13,,,0,1
Slovak Republic,479,3,0,,,44,7,4,0,,60,10,,3,,39,5,,0,0,0,0,7,9,6,,0,,0,,5,4,110,,68,5,0,13,3,3,19,,0,,0,4,8,0,0,,0,12,3,,6,0,6
Slovenia,61,0,0,,0,9,,0,0,,4,,,,,4,0,0,0,0,0,0,0,,,0,0,3,0,0,0,0,,0,11,,0,3,0,,3,,0,0,0,,3,0,0,0,0,,,0,0,0,1
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,4242,0,,64,,170,23,8,0,3,20,198,,0,,59,11,,7,24,,112,28,110,64,1664,0,69,0,13,8,0,5,0,72,63,25,590,0,72,8,,0,,5,99,90,0,0,24,,194,253,0,28,,49
South Africa,2225,9,3,29,9,427,54,31,6,7,299,232,,10,4,67,19,0,7,9,5,,38,56,28,20,3,21,,6,22,11,63,9,128,75,0,27,17,22,44,,3,42,,28,139,0,,25,6,62,61,,13,4,17
Soviet Union,3831,8,8,40,5,525,24,30,,4,164,58,,8,5,335,17,,5,15,,6,88,270,101,73,,10,,7,14,12,299,6,959,53,0,51,,171,102,,9,11,0,7,68,0,0,11,3,67,113,0,23,,35
Spain,1465,3,,19,3,197,18,16,0,9,341,29,,,,31,4,,3,,3,,34,38,14,15,0,6,3,4,9,8,157,3,216,25,,11,3,9,23,,8,8,0,,50,0,35,10,,50,14,0,8,0,16
Sri Lanka,1023,3,,11,,262,9,10,,4,33,17,,7,0,18,9,0,,5,5,0,93,32,9,25,,7,0,,15,,59,,144,21,,15,3,14,35,,0,6,,6,60,0,3,,0,37,11,,5,0,12
Sudan,2587,9,,93,0,118,75,30,,11,55,82,,,3,62,15,19,14,13,6,40,72,64,69,134,0,56,0,133,21,38,46,0,161,183,27,37,,5,106,,0,8,58,64,152,0,,70,8,244,58,0,12,0,110
Suriname,222,,0,,0,9,0,,4,0,65,9,,,0,0,0,0,0,,0,0,7,4,,,0,0,0,0,,,20,0,87,0,0,,0,0,0,,0,,0,,,0,0,0,0,,,0,,0,0
Swaziland,10,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,,0,0,0,0
Sweden,984,,3,16,0,226,25,28,,,121,27,,11,,16,7,0,,3,,,25,27,12,20,0,,,3,10,10,35,3,89,30,0,10,6,17,23,,5,4,0,4,41,0,,6,,41,38,3,9,,10
Switzerland,539,0,4,13,0,111,11,7,,,73,11,,5,,7,4,0,,,,,8,14,7,4,,3,3,,5,4,31,5,77,22,,5,0,4,12,,,7,0,3,19,0,,4,5,19,10,0,,,6
Syria,2395,4,0,18,5,621,7,22,,,140,24,,0,0,148,19,0,6,12,3,0,22,92,121,4,,6,0,5,8,5,136,,422,27,,72,18,7,159,,14,10,0,14,76,0,,3,,65,11,16,8,0,35
Taiwan,8819,25,4,72,5,4577,42,32,12,5,191,182,,80,3,153,35,7,25,19,14,,179,175,77,36,0,46,0,6,78,18,416,14,706,126,,109,18,31,95,,4,38,0,18,520,0,11,37,3,174,244,,18,,131
Tajikistan,147,,0,0,0,10,10,0,0,0,3,,,0,0,,0,0,0,0,0,0,,3,0,,0,0,0,4,,,4,0,89,,0,0,0,4,,,0,0,0,0,0,0,0,0,0,,6,0,0,0,1
Tanzania,490,3,0,8,0,50,4,5,0,3,60,32,,,0,14,15,,6,,0,3,17,18,8,17,3,4,0,,4,3,31,,42,19,0,8,,,26,,0,13,0,4,35,0,0,,,11,5,,,,5
Thailand,4583,28,28,48,10,1311,45,20,6,4,290,102,,73,3,131,23,9,20,19,15,12,126,202,53,204,8,22,,9,147,21,80,9,238,147,,73,18,48,99,,27,36,,37,170,0,16,39,8,202,154,,118,,66
Togo,536,,0,12,0,12,,6,,3,17,59,,,,36,5,4,4,,0,5,56,4,6,44,0,3,0,20,3,0,21,,86,23,,17,,,14,,0,,0,,18,0,0,4,,22,3,0,5,0,6
Tonga,235,0,,10,0,117,,0,,0,,0,,44,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,8,0,0,0,0,0,0,0,,,0,,0,0,0,0,8,0,0,26,0,0,8,0,0,0,2
Trinidad and Tobago,6612,13,,16,6,132,7,34,20,24,1477,191,,14,,36,9,0,6,15,10,,263,138,23,26,6,4,0,,9,7,417,4,2964,102,0,31,15,4,141,,10,25,0,10,144,0,26,3,,141,18,4,3,0,56
Tunisia,315,0,0,,0,52,7,3,,4,32,5,,0,0,9,5,0,4,0,,,15,4,13,6,0,4,0,,3,3,12,,41,8,0,7,0,,24,,0,3,0,0,5,0,,0,0,24,6,0,3,0,2
Turkey,2742,6,,21,3,357,20,46,12,4,223,66,,5,,71,24,,18,10,,,69,106,24,17,,14,,8,22,9,359,5,627,59,0,35,6,19,106,,9,14,,10,83,0,,8,,149,34,6,7,,33
Turkmenistan,75,0,0,0,0,18,,0,0,,3,3,,0,0,,,0,0,0,0,0,,,0,4,0,,0,0,0,0,,,15,0,0,3,,,,,0,0,0,0,,0,0,0,0,,,,8,0,1
Turks and Caicos Islands,30,0,0,0,0,0,0,,0,,17,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Tuvalu,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Virgin Islands,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,477,0,0,6,3,61,7,6,5,3,35,25,,5,,15,10,0,,,0,,35,41,8,15,0,,0,0,,3,35,,16,21,0,9,,,18,,,8,0,4,30,0,,5,,16,5,,6,0,7
Ukraine,10184,19,15,39,9,1365,119,78,17,4,371,139,,9,17,521,50,5,20,25,9,10,175,319,124,139,6,74,9,19,21,31,554,8,3246,127,0,347,14,172,618,,17,35,10,29,117,0,0,32,,123,850,,48,5,69
United Arab Emirates,277,0,0,5,,34,,,0,0,19,19,,0,0,17,3,0,3,0,,0,3,7,23,13,0,,0,0,,,19,0,36,10,0,,,,8,,0,4,0,0,17,0,,0,,12,,0,4,0,2
United Kingdom,9104,60,11,183,19,1580,126,146,30,29,1443,351,,42,28,203,73,3,40,34,25,20,211,292,197,75,12,53,12,19,99,86,397,33,798,301,7,180,32,81,276,,24,133,4,69,508,0,7,49,17,327,184,15,56,5,99
United States,57,0,0,3,0,6,,0,0,,4,,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,0,6,,0,,0,0,3,,0,,0,,,0,0,,0,9,,0,0,0,2
Uruguay,579,,,4,0,53,,16,0,5,180,12,,,,,,0,0,,,,11,17,4,,0,0,0,,4,5,88,0,74,5,,4,,,3,,0,5,0,,22,0,8,6,0,22,0,,,0,6
Uzbekistan,1821,0,,25,0,150,15,5,0,0,66,47,,3,0,27,4,0,3,0,0,,22,33,5,7,,8,,5,4,,52,0,1125,7,0,37,,16,44,,,0,0,3,14,0,3,,0,25,33,0,8,,13
Venezuela,4476,20,7,25,6,213,26,28,7,6,2438,139,,17,,51,14,,9,6,20,,50,91,26,12,4,16,0,12,12,13,173,3,285,89,,36,35,12,65,,17,26,,18,214,0,40,36,,72,29,0,13,0,38
Vietnam,29917,159,17,344,77,10194,379,153,19,26,1237,1573,,195,25,544,148,78,329,147,260,40,399,1418,274,640,51,325,,191,185,106,413,98,715,724,14,315,232,403,1235,,23,150,7,139,2811,0,15,122,55,1169,1205,19,65,,449
Yemen,989,7,0,0,0,186,,11,,0,9,,,0,0,26,17,0,,0,,,6,3,268,7,,0,0,0,0,0,8,0,363,17,0,,,3,,,0,,0,6,7,0,0,0,0,17,4,0,,0,6
Zambia,239,,0,5,,40,6,,0,,24,28,,0,0,8,,0,,0,0,0,9,6,4,,3,4,0,0,,3,5,,13,15,0,,,3,16,,0,5,3,3,17,0,0,,0,4,,0,0,0,1
Zimbabwe,322,,0,8,,52,7,3,,,24,28,,0,,10,6,0,3,0,0,0,8,9,8,3,0,0,,,6,,13,,21,14,0,5,,7,10,,,4,0,6,28,0,0,0,0,11,7,0,4,0,2
Unknown,880,4,2,9,5,72,9,5,0,0,129,20,,5,1,103,10,0,8,8,12,1,8,7,32,13,3,3,1,2,4,2,14,4,29,23,1,47,2,7,11,,1,10,0,9,85,0,5,3,0,30,12,0,10,0,99
