Origin	Total	Alabama	Alaska	Arizona	Arkansas	California	Colorado	Connecticut	Delaware	District of Columbia	Florida	Georgia	Guam	Hawaii	Idaho	Illinois	Indiana	Iowa	Kansas	Kentucky	Louisiana	Maine	Maryland	Massachusetts	Michigan	Minnesota	Mississippi	Missouri	Montana	Nebraska	Nevada	New Hampshire	New Jersey	New Mexico	New York	North Carolina	North Dakota	Ohio	Oklahoma	Oregon	Pennsylvania	Puerto Rico	Rhode Island	South Carolina	South Dakota	Tennessee	Texas	U.S. Armed Services Posts	U.S. Territories	Utah	Vermont	Virginia	Washington	West Virginia	Wisconsin	Wyoming
Libya	296		0	12		51	8		0	0	13	9				7		0	3	3	8	0	7	6	11		0	13	0	3	3	0	8	0	32	7	0	11		4	9	0	0			4	23	0	0		0	7	14			0
Liechtenstein		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lithuania	1069			3		88	19	25			88	32	0	0	0	392	12		3		4		9	44	10	13	0	5		0	6	4	66		95	19		16	0		30	0	4			6	16	0	0	5		17	6	0	8	
Luxembourg	30	0	0	0	0	3		0	0	0		0	0	0	0		0	0		0		0				0	0		0	0	0	0		0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0
Macau	158	0		4	0	84		0	0	0			0	10	0	6	3	0			0	0	0	6		0	0	0	0		0	0			18	0	0	0	0	0	0	0	0	0	0		3	0	0	0	0	3	5	0	0	0
Macedonia	1128	0	19	16	0	37	8	63	0	0	47	6	0	0	0	171	57	4	6	3			0	15	93	3	0	8	0		12	8	229		166		4	32	3	3	20	0	0		0	0	25	0	0	0	0	10			46	0
Madagascar	71	3	0		0	8	0		0	0	3		0	0		0		0		0	0	0	4	3			0	0	0	0	0	0	3		18	4	0		0	0		0	0	0	0	0	3	0	0	0	0	4		0	0	0
Malawi	164				4	13			0				0	0	0	10	23				0	0	17		9	0		4	0		0	0		0	7	5	0	7			5	0	0		0		20	0	0	0	0	7				0
Malaysia	2014	15		38	8	445	29	13	3	5	68	67	0	16		69	104	7	24	10	12		54	27	43	22	9	29		5	8		69	4	297	23		30	21	8	39	0		8		18	216	0	0	11	3	42	64		17	0
Maldives	6	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mali	576	5	0	8	0	17	16	5	0	10	9	25	0	0	0	9	18	6	0			0	35	5	7	4	0	0	0	0			9	0	234	14	0	25	3		62	0	4		0	4	10	0	0		0	11	4	0	5	0
Malta	58		0	0	0	14		0	0	0	7		0		0		0	0	0	0	0	0	0	0			0	0	0	0		0	0	0	14	0	0		0			0	0		0		3	0	0	0		0		0	0	0
Marshall Islands	48	0	0	0	0	4	0	0	0	0			3	3		3	0	0		0		0	0		0		0		0	0	0			0			0		0	4		0	0		0	0		3	0	4	0		3	0	0	0
Martinique	24	0	0	0	0		0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0		0	0	0	0		0		0	0	0	0		0		0	0	0	0	0	0	0
Mauritania	597			7	0	7	55	0	0	6		17	0	0	0	23	7	0	0	27	0	0	14	6	9	0		15	0		4	0	3	0	157		0	154	0		28	0	3	0	0	14	6	0	0	0	0	12	11	0		
Mauritius	110		0	4	0	19	0		0	3	3	5	0	0	0				0	0		0	5	4		0	0	0	0	0	0	0	6	0	11	0	0	0		0	6	0	0	0	0	0	8		0		0	14	3	0	4	0
Mexico	164920	450	71	9168	1129	59814	3433	276	190	40	4407	3325	0	66	989	9202	1312	890	1448	339	393	9	604	226	1168	869	260	651	50	866	3207	49	1123	2137	1858	2923	14	515	1614	2043	794	110	55	654	42	1010	38597			1386	10	1005	2710	31	1276	109
Micronesia, Federated States	16	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0	4	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0			0	0		0	0	0
Moldova	2295	12	7	25		465	31	7	7		148	83	0		4	78	13	0			5	7	14	155	12	92	4	18	0		23		41		188	108		23		82	42	0		12	3	24	30	0	0	4	9	35	461	0		3
Monaco		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mongolia	831		3	6		302	40	4	0	9	11	5	0	5	0	85	14	3	4	5			14	7		3		5	3		7		8		23	10	0	14	0		3	0	0		0	0	19	0		15	0	93	70	3	20	0
Montserrat	43	0	0	0	0		0		0	0	11		0	0	0	0	0	0	0	0	0	0		13	0	0	0	0	0	0	0	0		0	9		0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0
Morocco	5447	22		35	10	327	92	143	17	36	575	93	0			200	30	21	11	29	15	7	115	639	69	60	20	23	5	6	35	16	350	4	774	185	3	163	43	27	274	3	34	32		26	221	0	5	7	5	512	69	4	49	0
Mozambique	66	0	0	4	0	10	0	3	0	0	3	3	0	0				0	0	0		0	3	3	0		0		0	0		0		0	10	3	0	0	0	0	3	0		0	0	0	3	0	0	3				0	0	0
Namibia	53		0	0		4	0		0	0			0	0		0	0		0	0	0	0		0		0			0	0				0	6		0	0	0	0		0	5	0	0	0	3	0	0			4	4	0		0
Nepal	4514	39	11	61	13	597	235	112	6	16	54	119	0	5	11	120	22	25	52	16	14		300	226	54	65	4	36		55	20	56	101	15	596	83	3	38	30	36	98	0	3	13	10	16	569	0		33	9	375	90	7	40	
Netherlands	1499	6	0	23	10	246	27	30	0	10	160	36	0	7	8	48	15	8		8	8	8	22	42	25	19	6	15		4	9	10	48	10	145	27		36	8	22	47	4	7	12	9	9	135	0		11	6	50	73	0	21	3
Netherlands Antilles	97	0	0	0	0	5	3	3	0		26	6	0		0	0		0	0	0		0	7	3	0	0	0	0	0	0	0	0	3	0	12	0	0	3	0	0				0	0			0	10	0	0			0	0	0
New Caledonia	13	0	0	0	0	6	0	0	0	0		0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New Zealand	947	4	5	19	11	224	39	9		7	43	28	0	24		30	7	3	6	4	6		10	22	18	3	3	12	3	3	19	4	26	5	91	17		18	6	29	20	0	3		0	6	50	0	0	12		26	46	5	9	4
Nicaragua	4137	8	0	27	6	923	15	23		7	1857	55	0	0		50	22	4	9	6	43		100	40	13	13	12	8	0	3	62		114		135	69		27	7	18	28	13	3	11	5	13	223	0	0	4		102	29	0	19	0
Niger	183	3	0			3			0		6	3	0	0			28	0	0	0	0		10				0		0			0		0	24	43	0	7			19	0	0	0	0	0	5	0	0	0	0	3	4	0	0	0
Nigeria	15253	77	9	98	22	1307	109	120	69	108	382	1176	0	3	8	868	287	35	62	39	57	11	1878	372	247	329	28	151	0	21	52	17	1020	11	1757	328	7	284	94	37	360	0	102	56	0	145	2616		0	15		252	121	8	88	7
Niue		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0
Norway	407			8	4	83	7	11		3	26	5	0		5	12		3	0	0	5	0	5	6		3	0		0		5	0	8	3	40	12	3	4	3	11	5	0					72	0	0		0	12	17	0	7	0
Oman	74	0	0			8		0	0	0	5	5	0	0	0	5	0	0	0	0	0	0			4		0	0	0	0	0	0	3	0	6		0	0		0	3	0	0		0		12	0	0	0	0	4	4	0		0
Pakistan	21555	69	43	120	35	2812	76	360	82	7	637	641		8		1389	164	43	78	67	106	16	825	397	573	146	34	201	0	27	75	55	1490	32	4798	368	3	274	116	29	573	0	49	55	3	116	2605	0		74	8	1514	181	40	135	
Palau	16	0	0		0				0	0	0	0			0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0
Panama	1806	20	7	15	9	160	13	12	4	7	435	95	0	6		37	8	4	11	11	29	6	42	37	7	10	23	6	3	7	12		44	5	253	53	0	28	8	5	25	19	12	20		11	156	0	0	5		67	36		11	4
Papua New Guinea	19	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0		0		0	0	0	0	0		0	0	0		0	0		0	0		0	0		0			0	0		0	0	0	0	0	0	0	0	0
Paraguay	530		0	0		27	6	16	0	3	120	7	0	0	0		3		4				17	6	3	0			0	3		0	52		170	16		3		6	9		0		0		9	0	0		0	17	12			0
Peru	16957	45	13	147	27	2403	188	465	20	35	4293	391	0	13	55	229	78	25	37	45	34	22	527	221	53	68	32	71	9	32	155	22	2352	38	1730	295		155	62	77	166	50	39	73	8	76	627	0		283	9	888	179	13	70	6
Philippines	60029	175	564	877	164	24937	322	370	82	77	2193	568	1081	4013	123	2553	363	130	184	185	210	53	1157	362	586	383	124	316	66	82	2080	67	2509	151	2572	506	33	614	224	476	544	11	59	232	45	363	2797	19	169	173	26	1503	2169	67	286	34
Poland	8754	8	6	63	4	388	78	506	13	11	416	76		14	10	2902	42	7	10	14	12	9	80	233	170	35	5	24	3	13	80	10	1009	8	1579	51		68	6	22	257		30	26	4	28	128			10	5	113	84	6	71	0
Portugal	946	3		4	0	104	4	41			78	5	0	3	3	7			0		3	3	13	186	6	4	0	0	0	0	3	10	210		90	7	0	5	0	3	10		66	3	0	3	22	0	0		4	19	9		0	0
Puerto Rico		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qatar	134				0	11	0	0	0	0	11	5	0	0		11	0	0	6				5	5	7		0	3		6	0	0	5	0	4	5	0			0	3	0	0	0	0		19	0	0	0	0	6	5	0		0
Reunion	4	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0
Romania	4910	19		145	10	690	56	67	9	7	466	230	0	5	18	479	32	13	6	13	41	8	79	126	267	30	7	30	5	4	79	19	146	9	453	75	3	163	12	113	137	6	9	60		55	207	3	0	15	13	164	255	5	35	7
Russia	8238	40	23	94	13	1263	180	133	16	34	409	142	0	9	50	340	99	47	38	87	48	23	265	360	163	180	18	83	11	18	47	41	360	25	1128	131		169	39	125	363	5	19	61	14	97	359	0		46	11	261	633	10	98	7
Rwanda	952	4	0	77	0	30	22	11	0	0	15	36	0	0	35	49	19	9	6	18		11	8	31	56		0	9	0	4		19	10	3	51	15	13	39	0	10	30	0	3		10	44	132	0	0	31	15	29	33	0	8	
Saint Helena		0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Saint Kitts-Nevis	310	4	0	0	0			9	0	0	52	8	0		0	0		0	0	0	0	0	5	6	0				0	0	0	0	11	0	87		0			0		8	0	4	0		6	0	86	0	0	4		0	0	0
Saint Lucia	1027	3	0		0	16		67	0		111	30	0		0	6	4	0	0	3	14		20	27	4				0	0	0		33		482	10	0	3	0	0	16	3				3	36	0	97			11	4		3	0
Saint Vincent and the Grenadines	591	3	0	0	0	14		8	4		40	13	0	0				0	0	0	0		17	16			0	0	0	0		0	27	0	359	15	0	0		0	25	0	0			4	9	0	9		0	12		0	0	0
Samoa	250		14		0	78	0		0	0		3	0	46	0	0	3	0		0	0			0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	7		0	0	0			6	0	0	29	0	0	44	0	0	0
Sao Tome and Principe	11	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Saudi Arabia	1418	10	0	21	5	215	20	19	9	3	65	28	3	0		88	15	21	21	4	6	3	29	27	58	27	4	26			8		81		107	27		63	12	17	25	0		8	0	14	169		0	9	0	90	40		9	
Senegal	1524	7	3	10		65	23	9	5	15	29	108	0	0	0	20	37		4	48		0	116	45	35	10		13	0	6	12	3	62	0	370	67	0	122	6	5	40	0	44		5	21	60			0	0	53	23		12	0
Serbia and Montenegro	3166	7	3	59	7	256	31	86		25	164	57	0	4	10	353	33	7	6	28	4	5	58	68	177	14	3	35		10	32	12	135	5	865	40	5	70	14	9	90	0	14	12	5	25	148		0	10		56	51		50	0
Seychelles	10	0	0	0	0	4	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0
Sierra Leone	2687	5	4	44	0	127	17	10	14	33	36	114	0	0	0	26	17	22	6	7		0	501	68	18	45	0	21	0		6	13	187	8	366	55	12	117		4	282	0	11		6	9	126	0	0	4	0	298	35	4	3	0
Singapore	832	5		8	0	268	7	12		0	18	11		14	10	38	10	3	4	3	5		18	35	10	9	0	4	0		13		48	0	71	9		10	7	5	15	0		3	0		62	0	3		0	25	47	0	7	0
Slovakia	706	8		11		60	17	15	4	3	75	20	0		0	43	3	4	0				12	19	9	7	0			0	9		118		106	17		11	4	11	18		3		0	9	25	0	0	5	3	13	17	0	7	
Slovenia	108		0	0	0	19		0	0		14	5	0	0	0	8	0		0			0	3	5		0	0	3	0	0		0	9	0	17		0		0			0	0		0	0		0	0			4		0	0	0
Solomon Islands		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Somalia	13390		4	509	0	518	475	24	0	5	7	231	0		44	196	62	85	176	271	3	422	41	264	121	4173	0	269	0	420	15	43	3	0	236	74	112	1470	7	266	83	0	0	3	55	364	512	0	0	157	60	170	1236		199	0
South Africa	3171	19	3	62	12	531	68	45	6	9	341	154	0	9	5	89	46	9	27	23	6	8	78	83	48	51	8	44	9	5	33	12	108	13	221	119	9	69	15	18	89	0	4	58	19	52	276	0	3	36	8	79	94		35	
Soviet Union, former	5911	26	40	83	9	944	100	75	23	29	562	122		10	18	248	37	14	30	23	28	26	140	228	63	87	13	35	9	10	69	18	292	17	942	110	6	111	29	66	175		18	62	7	72	265	0		39	10	219	265	11	65	6
Spain	1769	7		18	4	282	19	26		12	401	29	0	7	5	74	15		6	4	6	3	34	54	18	8		15			13	4	86	8	202	23	0	9		8	47	48	8	11	0	11	126	0	0	7	0	46	38		15	0
Sri Lanka	2009	7	0	16	3	469	13	36	0		68	25		6	4	61	14	7	16	12	7	3	130	46	33	22	5	13		6	39		161	5	401	24	4	42	7	17	45	0	6	8	0	12	124	0	0	4	0	46	29	0	8	0
Sudan	3577	13	9	167		171	88	33	0	8	107	88	0	0	8	92	26	198	20	54	4	66	97	60	76	154		60		249	23	51	63	0	198	123	27	72	6	12	106	0			54	170	331	0	0	81	6	278	91	0	29	
Suriname	227		0	0	0	9			0	0	46	4	0	0	0		0		0	0	0	0	5	5					0	0			7	0	99	7	0	0	0		13	0	0		0		6	0		0	0	4	0		3	0
Swaziland	42		0		0	5		4	0			0	0	7	0		3		0	0		0		0	0		0	0	0	0		0	0	0	0		0	0	3	0		0	0	0	0		0	0	0	0	0	0		0		0
Sweden	1138			25		280	19	19	4	7	104	27	0	8	6	29			3	3	7	0	17	33	17	16		9			7		38	6	150	31		18		8	42			6		9	64	0	0	14	3	29	48		7	
Switzerland	798	3		14		173	11	19	0	6	75	9	0	11	5	19	9	3					13	33	7	5	5	8		3	9	0	42	3	106	9		15	7	12	13		0	10	4	8	57	0	0	8	0	22	23	0	6	
Syria	2442	4	0	47	5	646	18	19	6	0	132	28	0			246	41	5	18	11	5		27	59	134	23	3	16	0	10	12	5	139	13	159	36		107	23	19	141		13	10		21	103	0	0	6		59	33	22	7	0
Taiwan	8038	28	5	81	18	3749	72	45	15	11	154	102	9	53	7	179	42	16	24	21	19	3	193	196	111	33	4	72		11	45	14	350	21	732	74		80	31	74	120		15	14		24	555		0	50	6	184	341		23	4
Tajikistan	265		0		0	19	25	3	0	7	10	6	0		3		0	0		0	0			6	3	7	0	4	0	18		5	15	0	77			4	0		5	0	0	0	0		8	0	0		0	9	10	0		0
Tanzania	2773	32	0	151	3	103	42	13		7	85	179	0	0	75	134	19	50	31	63	13		79	101	111	24	4	63		12	9	39	25	15	124	41	21	89	4	26	49	0		3	57	122	431	0	0	90	26	73	108	0	22	0
Thailand	10444	27	67	303	23	2011	182	96	6	14	459	346	6	100	75	374	312	59	110	165	29	19	141	183	139	532	15	72	8	138	196	34	104	28	682	327		168	61	208	151	0	24	50	34	129	1054		16	214	8	313	382	7	233	5
Togo	1680	10	0	32	0	28	17	27	5	11	27	100	0		7	140	16	5	11	9	5		248	25	12	140	0	30	0	71	5	4	66		270	61		28		12	42	0	4	4		9	66	0	0	19		78	14	0	13	0
Tonga	379	0	3	10	0	200		0	0	0	4	0	0	61	3			0	0			0	0		0		0	0	0	0	6	0	0	0	0		0		0	12	0	0	0		0	0	8	0	0	48	0	0	13	0	0	0
Trinidad and Tobago	6256	9	0	24	4	113	14	52	12	30	1042	205	0	4	0	30	27		8	13	26	0	256	132	15	16	4	10	0		7		431		3028	72	3	29	12	6	186	4	13	29	0	20	216	0	27		0	88	15	3	13	
Tunisia	416	3		4	5	56	6	6	0	4	44	12	0			17	8	0	3	3	3	0	12	8	12	3	3		0		5	0	15	3	72	7	0	8	5	0	17	0			0	6	23	0	0		0	24	5	0		
Turkey	4958	9	11	52	17	701	37	105	41	31	396	126	0	5	3	165	29	13	15	18	32		125	155	44	30	3	33		12	33	10	616	8	931	79		82	16	27	187		4	26	4	43	312	0	0	15		216	91	3	37	
Turkmenistan	290	0	0	0	0	48	0			3	23	3	0	0	0	15	3	0			0		4	8	7	0	0	0		0	3		10	0	56		0	3		0	14	0	0			0	17	0	0	13	0	13	10	0	22	0
Turks and Caicos Islands	31	0	0	0	0	0	0	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0
Tuvalu		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0
U.S. Virgin Islands	3	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0
Uganda	1364	15	0	13	3	192	54	30	3	5	30	49	0	0	3	79	11	9	7	11	8	9	104	240	20	39		4		10	6		39		40	17	9	40	5	9	36	0	3			8	78	0	0	7	0	39	67	0	3	0
Ukraine	11223	55	29	95	15	1739	192	162	9	17	446	137		7	35	755	101	44	36	57	25	18	120	290	270	164	19	86	14	46	59	13	488	21	1700	218	10	289	20	552	554	3	9	66	39	62	238		0	81	9	180	1540	4	78	4
United Arab Emirates	697	3	0	8	0	105	4	12		4	33	27	0	0		41	8		6	5			17	18	28	10	0	7	0	4	0	5	35	14	73	16	0	17	10		21	0	3	0	0	8	85	0	0	0	0	41	17	0	3	0
United Kingdom	15748	76	26	220	55	2590	306	420	25	87	1648	516		54	56	534	155	49	70	59	78	41	293	559	314	178	48	130	17	24	129	76	773	46	1678	449	6	299	67	162	507	4	33	171	14	174	1285	3		102	39	437	495	15	135	17
United States	181	0	0		0	25			0	6	28	5	0		0	3	0	0	0	0		0	6	6	3			3	0			0	13		15	4	0	0				0	0		0	0	30	0	0	4	0	10		0	0	0
Uruguay	1775	9	0	6		82	3	38		7	633	101	0	7	6	16	5			4	6	0	23	101	7	7	6	6	0	0	8	10	292	4	137	20	0	8	0	3	22	13		26	0	8	46	0	0	31	0	51	6	0	9	
Uzbekistan	5467	7	4	80	3	345	98	53	3	6	230	90	0	7	138	146	26	4	10	102	9		139	76	45	14	7	65			11	19	134	3	2129	22	3	217	4	84	354	0	7	114	0	63	131	0	0	48	14	157	220	0	19	3
Vanuatu	6	0	0	0	0		0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0
Venezuela	11154	30		59	7	390	58	91	13	17	6381	296	0	5	8	101	83	9	32	36	76	0	90	135	51	27	16	48		20	38	9	253	16	503	160		82	71	16	85	188	30	38	0	73	1112	0	7	115		167	66	3	34	4
Vietnam	29234	129	24	410	108	10280	428	150	18	31	1040	1011	5	213	56	527	137	167	358	95	358	26	420	872	373	512	70	282	5	170	181	54	419	75	557	1158	12	322	240	567	816	6	15	105	7	180	3361		3	202	15	991	1539	20	111	
Western Sahara		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0
Yemen	3134	24	0	12	8	542		25	15	0	16	6	0	0	0	102	32		0	5	19	0	7	5	805	29	20	4	0	0		0	13		1163	97	0	29		6	9	0	0			35	16	0	0	4	0	31	35			5
Zambia	704	4	0	23	0	43	8	10			35	74	0	0	11	50	23		6	5	5		25	13	22	15	4	13	0	4	3	0	26	0	56	16	0	17	6	3	28	0	0	0	0	7	92	0	0			20	21	3	5	0
Zimbabwe	983	4		8	3	79	15	5	0	6	47	48	0			20	61			14	7		27	26	29	8	3	12	3	22		9	25	3	45	39	0	33	16	11	34	0	3	12	0	20	181	0		4		54	19	5	10	0
Unknown	1366	15	2	14	4	221	10	6	2	3	153	35	0	2	2	126	27	0	2	3	41	2	27	28	29	21	8	16	3	6	9	2	61	2	135	29	0	49	7	7	42	6	2	2	1	18	98	0	4	2	0	36	25	1	20	0
