Origin,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Latvia,455,0,4,3,0,68,3,3,3,,59,39,0,0,0,24,3,,,,0,0,16,14,11,12,,3,0,,5,,15,0,69,13,0,6,,7,10,0,0,3,0,0,9,0,0,,0,14,19,,9,0
Lebanon,4254,14,0,69,6,867,26,56,4,14,232,53,0,,7,106,14,22,10,27,22,8,61,346,758,29,9,32,,5,27,36,114,14,243,59,0,190,21,31,66,,15,11,3,28,337,0,0,8,,189,44,4,12,0
Lesotho,16,0,0,0,0,3,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,7193,16,0,149,4,182,59,48,89,8,93,361,0,3,10,146,51,51,,68,21,,482,226,111,1025,0,45,4,16,11,24,509,10,624,241,31,194,44,32,1181,0,261,34,14,51,330,0,0,55,,180,38,10,44,
Libya,285,0,0,3,0,36,10,,,,15,6,,0,0,16,,,4,6,,,8,12,9,4,,4,0,,,0,14,0,21,4,,13,,3,11,0,,,,,22,0,0,0,0,25,12,,3,0
Liechtenstein,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,967,,,4,3,65,19,23,0,,75,26,0,4,0,301,13,,3,,,,26,33,24,4,6,9,,,8,,75,,100,11,,15,3,3,26,0,,,,8,15,0,0,3,0,22,6,0,10,
Luxembourg,28,0,0,0,0,6,0,0,0,0,5,0,0,0,0,,0,,0,0,0,0,,,,0,0,,0,0,,0,0,0,3,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,,0
Macau,205,0,0,0,0,105,0,,0,0,5,4,0,5,0,3,0,0,,0,0,0,8,8,4,,0,0,0,0,,0,,0,30,0,0,0,0,6,,,0,4,0,0,9,0,0,0,0,0,6,0,0,0
Macedonia,1107,0,26,8,0,32,12,53,,,38,,0,,,182,66,3,3,7,,,4,7,83,0,0,7,0,,13,0,257,0,148,5,0,42,,3,12,0,0,,0,0,26,0,0,,,14,5,,35,0
Madagascar,77,0,0,0,0,6,0,,0,12,,,0,,0,,,,0,0,0,0,,,0,7,0,0,0,,0,0,,,8,3,0,0,0,0,,0,0,0,0,,5,0,0,0,0,15,4,0,0,0
Malawi,133,,0,7,4,12,,,0,,,13,0,0,0,4,15,0,0,0,,0,5,,5,0,0,5,0,,0,0,,0,4,5,0,0,,0,4,0,0,,0,3,11,0,0,0,,11,5,0,,0
Malaysia,1945,8,4,43,6,468,24,16,3,5,47,61,0,20,5,60,21,7,28,14,14,,30,38,30,31,,19,0,7,13,4,71,11,361,26,5,31,15,20,36,0,10,3,0,22,179,0,0,3,0,52,57,0,14,0
Maldives,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,523,,0,3,0,10,20,6,,,7,29,0,0,0,6,15,3,0,,0,,48,,7,3,0,,0,0,,0,14,0,213,10,0,15,0,,52,0,,0,0,,15,0,0,,,8,4,0,13,
Malta,66,,0,3,0,7,0,0,0,,4,0,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,,3,0,23,,0,0,,0,,0,0,0,0,0,,0,0,0,0,3,0,0,8,0
Marshall Islands,39,0,0,,0,0,0,0,0,0,,,0,,0,,,0,0,0,,0,0,,,0,0,,0,,5,0,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,13,0,,,0,,0
Martinique,24,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Mauritania,844,,,3,0,5,30,5,,4,3,21,0,0,0,16,7,,0,57,,,7,,11,3,,9,0,0,6,0,3,0,262,4,0,212,0,0,48,0,,0,0,87,6,0,0,0,0,9,12,0,,0
Mauritius,83,0,0,0,,14,,0,,5,7,,0,0,,4,0,,0,0,,0,5,3,,0,0,0,0,0,0,0,6,,6,0,0,3,,,3,0,0,,,0,0,0,0,0,0,8,,0,0,0
Mexico,189989,590,99,10557,1267,73648,4219,287,249,44,4632,4002,0,91,1122,11389,1577,1015,1877,395,396,21,573,250,1391,857,290,802,59,1194,3690,60,1055,2013,2337,2178,18,575,1519,2152,997,85,60,570,58,1090,41060,,,1710,4,1155,3023,39,1521,122
Micronesia,13,0,0,0,0,4,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,
Moldova,1692,7,0,8,3,370,16,21,3,,58,79,0,,,44,13,,,4,4,3,37,101,9,53,0,19,0,,11,4,34,,138,58,0,11,,89,65,0,,23,0,20,31,0,0,5,9,23,294,0,8,
Monaco,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Mongolia,659,0,,10,9,250,41,,0,8,16,,0,,0,74,9,,0,,,0,18,5,3,8,0,15,0,,7,,8,,20,0,0,10,0,4,4,0,0,0,0,,14,0,0,11,0,67,17,,16,0
Montserrat,61,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,,0,0,0,0,0,,13,,,0,0,0,0,0,0,,0,18,0,0,,0,0,,0,0,0,0,0,0,0,5,0,0,,0,0,0,0
Morocco,4425,18,,36,8,284,94,89,6,20,446,93,0,,,149,33,13,20,33,10,3,113,534,44,38,21,28,,,23,20,259,6,636,120,,137,43,18,249,0,36,26,,26,194,0,0,5,4,408,51,3,18,
Mozambique,69,0,0,3,0,5,5,0,0,0,6,0,0,,0,,,,0,,,0,,,0,0,,0,0,,0,0,7,0,7,6,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,,0,,0,0
Namibia,46,0,0,,0,7,,0,0,,,,0,0,0,,,0,0,,,0,,0,,,0,0,0,0,0,,,0,4,,0,,0,,0,0,0,0,0,0,,0,0,,0,,3,0,,
Nauru,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,4093,37,5,31,,564,223,86,,14,63,81,0,4,,102,25,33,16,26,6,4,286,194,62,62,3,12,0,54,19,44,78,5,597,48,4,40,8,31,48,0,16,9,4,14,563,3,,17,,405,89,6,42,3
Netherlands,1240,8,,17,3,200,24,22,,4,132,35,,5,,30,11,4,9,8,8,5,28,38,24,12,,11,,0,8,4,55,9,160,24,0,28,4,24,25,,5,11,3,13,107,0,0,9,4,26,50,3,18,
Netherlands Antilles,78,0,0,0,0,,,,0,0,17,,0,0,0,,0,0,0,3,0,0,,,0,0,0,0,0,0,0,0,,,22,0,0,0,0,0,5,,4,0,0,0,6,0,7,0,0,,0,0,0,0
New Caledonia,5,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,893,4,6,20,3,205,33,15,0,8,45,19,4,30,12,35,6,4,4,11,4,4,13,26,11,9,,18,4,,16,5,21,4,78,18,,7,9,22,21,0,,3,,4,53,0,0,19,,21,23,0,6,0
Nicaragua,3614,8,,26,5,860,16,20,,14,1522,53,0,,0,35,20,5,,6,38,,92,27,17,15,7,13,0,6,61,0,70,5,168,47,,15,6,9,24,16,,10,,20,193,0,,9,,108,24,0,11,0
Niger,107,0,0,0,,,,0,0,,,4,0,0,0,,15,0,0,0,,0,3,,7,0,0,0,0,0,0,,3,0,14,18,0,8,0,0,20,0,0,0,0,0,,0,0,0,0,,0,0,,0
Nigeria,12475,52,12,101,22,1103,71,131,40,83,375,1020,,4,5,678,237,29,41,49,68,5,1692,287,199,273,33,119,,20,35,18,778,18,1330,282,4,229,65,19,291,0,85,50,,111,1906,3,,16,,270,105,8,95,0
Niue,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,350,0,,7,,61,4,3,0,,31,9,0,5,4,13,4,,,4,10,3,8,12,13,11,0,6,,,,0,8,,20,,,3,3,,5,0,0,,,7,36,0,0,8,,10,13,,6,0
Oman,70,,0,,,6,,0,0,0,,,0,0,0,3,0,0,,0,0,0,4,,4,0,0,0,0,,0,0,,0,18,4,0,,,0,,0,0,0,0,0,5,0,0,0,0,3,3,0,,0
Pakistan,19719,105,,110,52,2582,53,359,71,23,732,495,0,3,,1310,125,53,83,66,127,9,767,354,487,151,39,189,,25,131,38,1402,34,4166,266,5,257,88,42,543,,28,43,4,107,2345,0,6,61,6,1329,258,31,151,
Palau,6,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,1678,7,4,21,4,149,10,16,3,12,438,88,0,,0,18,15,3,4,12,21,4,46,17,8,7,15,16,0,,10,0,52,,250,43,0,15,4,6,29,18,6,12,0,27,145,0,,16,4,67,19,,10,
Papua New Guinea,15,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0
Paraguay,481,,0,3,0,17,8,12,0,3,86,10,0,0,0,3,,,16,0,0,0,27,,3,,,4,0,0,0,0,45,0,163,6,0,3,0,,8,4,0,,0,11,12,0,0,4,0,19,3,0,,0
Peru,15184,41,9,148,32,2242,131,389,24,36,3635,336,0,20,50,244,89,17,38,50,42,13,484,201,49,52,24,53,5,28,151,15,1988,28,1722,188,5,125,51,90,190,69,38,58,10,54,577,0,0,251,14,875,120,19,58,6
Philippines,54030,183,451,745,135,22423,338,317,96,63,2189,584,931,3513,94,2365,319,127,214,165,183,60,982,334,567,319,118,366,65,89,1660,95,2347,126,2570,479,33,461,163,348,537,15,77,203,46,352,2567,20,97,201,23,1324,1623,62,242,24
Poland,8354,14,8,76,6,343,78,354,14,5,342,70,0,5,,2746,60,7,11,8,17,13,93,191,154,35,9,27,8,12,51,5,832,13,1905,46,3,75,9,19,198,6,30,18,5,15,148,,0,13,5,101,88,4,54,
Portugal,772,,0,6,,111,,26,0,0,58,13,0,,0,4,,,,0,,,12,161,3,,0,,0,0,5,5,156,0,68,5,0,7,0,,20,,38,6,0,0,19,,0,,0,20,6,,,0
Qatar,151,,0,4,0,18,,3,0,0,12,,0,0,0,5,3,3,,0,0,,8,3,14,3,0,,0,0,,0,5,0,13,4,0,5,,0,3,0,0,,0,,20,0,0,0,0,8,,0,0,0
Romania,4930,20,5,170,20,683,56,53,24,12,403,237,0,4,16,533,58,16,14,16,25,5,100,97,289,42,11,37,3,6,75,33,129,17,454,85,4,142,13,119,140,,7,52,0,33,210,,0,22,4,145,246,8,29,5
Russia,11695,72,36,168,23,1960,252,166,12,32,573,325,,13,94,534,118,40,37,156,49,21,425,479,222,226,11,152,11,25,47,62,472,24,1437,195,10,262,55,221,492,15,28,60,7,127,495,,0,77,43,408,742,17,156,5
Rwanda,378,0,0,12,0,28,3,3,,,5,12,0,0,0,17,13,5,,10,,12,7,14,16,5,0,10,0,0,3,23,5,0,34,11,,19,4,4,5,0,12,0,0,5,47,0,0,5,0,12,5,0,5,0
Saint Helena,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts-Nevis,363,0,,,0,0,3,6,,0,72,11,0,0,0,,0,0,0,,0,0,8,12,,,0,4,0,0,0,0,10,0,108,4,0,,,0,5,,5,0,0,,8,0,90,0,0,,,0,0,0
Saint Lucia,946,,,7,0,7,4,50,,3,129,29,0,,0,0,0,0,,,7,0,15,10,,0,,5,0,0,0,0,34,,441,12,0,,0,0,19,,,,,,43,0,93,0,0,9,4,,3,0
Saint Vincent and the Grenadines,568,0,0,,,17,,6,5,,42,14,0,0,0,,,0,0,0,,0,18,10,3,,0,,0,0,0,,24,0,362,,0,,0,0,23,0,0,,0,0,5,0,14,0,0,7,,0,,0
Samoa,227,0,18,3,0,71,3,0,0,0,,,0,39,0,,0,0,,,0,0,,0,0,,0,10,0,0,5,0,0,0,,,0,0,0,,,0,0,0,0,,0,0,,34,0,,27,0,0,
San Marino,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Saudi Arabia,1194,11,,18,,189,9,8,,7,72,35,3,,0,80,17,6,9,10,6,4,27,46,43,22,3,12,0,,4,3,65,,86,22,,42,7,10,34,,,4,0,19,114,0,0,7,0,87,21,,17,
Senegal,1149,,,10,0,50,7,7,,15,26,74,0,,,36,32,5,3,32,5,0,101,34,30,6,0,7,0,,4,0,42,0,310,26,0,79,6,5,25,3,36,,0,26,36,0,0,,,35,11,3,10,0
Serbia and Montenegro,3255,6,7,59,4,268,20,101,3,13,163,48,0,5,9,313,25,8,8,23,5,6,46,91,186,18,4,33,3,5,18,10,151,6,1061,28,8,70,5,13,85,0,,6,,23,130,0,0,9,,48,37,,58,
Seychelles,16,,0,0,0,0,,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0
Sierra Leone,2795,4,,38,,143,32,16,11,23,44,130,0,0,,60,6,14,,15,,0,469,70,35,70,3,45,0,,,7,163,0,450,63,6,99,3,11,206,0,14,3,3,29,138,0,0,33,0,302,20,,7,0
Singapore,922,8,,12,4,294,21,14,0,,28,30,0,13,5,32,7,0,6,6,,,22,30,6,12,,3,,0,10,,39,,87,14,0,7,7,8,15,,,,0,5,80,0,0,4,,23,47,,5,
Slovak Republic,653,3,,12,,72,28,30,0,,43,9,0,4,,36,6,,,,,,21,11,16,11,,9,,,5,3,87,7,103,14,0,10,,7,25,0,,7,0,4,13,0,,3,,13,12,0,6,
Slovenia,79,,0,,0,10,0,0,0,0,14,,0,0,0,4,0,0,,0,0,,,4,4,0,0,,0,0,0,0,5,0,8,,,,0,,,0,0,,0,,5,0,0,,,,0,0,,0
Solomon Islands,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,10745,0,,378,0,498,193,43,,3,19,257,0,,56,174,52,35,75,210,4,346,76,256,139,3372,0,164,0,161,23,57,5,,238,74,89,1303,9,164,70,0,,9,39,470,339,0,0,143,48,243,782,0,123,0
South Africa,2723,19,,42,9,435,67,42,7,8,267,148,0,9,5,74,39,17,33,17,10,6,71,76,51,28,9,25,9,5,20,9,105,5,211,93,5,85,4,32,65,0,8,25,8,24,269,0,,22,7,108,67,4,13,3
Soviet Union,5270,28,52,92,14,745,95,50,14,12,450,119,0,13,16,242,42,25,28,36,34,23,156,197,98,55,17,50,5,17,70,27,254,15,882,77,7,145,17,69,162,5,16,45,0,44,217,0,0,50,5,204,153,9,57,
Spain,1621,,6,10,,261,20,18,5,16,371,21,,5,3,59,11,7,9,12,4,4,29,43,14,7,,26,,,11,,77,5,186,33,,20,4,12,28,36,3,8,0,11,111,0,,19,,27,37,3,14,
Sri Lanka,1935,4,0,16,,457,11,25,5,5,67,28,,,5,68,7,10,4,15,3,0,128,38,49,15,5,10,0,,20,8,137,,440,15,,38,,19,38,0,7,9,0,5,95,0,0,5,,63,34,3,12,0
Sudan,3598,11,8,169,,175,136,28,,9,71,97,0,,39,116,40,195,14,45,5,69,76,61,83,150,5,63,0,257,12,65,44,,222,114,40,36,5,14,99,0,0,7,59,133,328,0,0,81,14,287,93,,16,0
Suriname,218,0,0,0,0,6,,,,0,59,5,0,0,0,,0,0,0,,0,0,,3,,,3,,0,,3,0,8,0,95,5,0,,,0,,0,0,,0,0,6,0,0,0,0,3,0,0,,0
Swaziland,18,0,0,,,3,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,0,0,0
Sweden,1019,7,,7,,254,28,21,,9,107,32,0,10,5,34,9,3,4,4,6,,12,41,17,11,0,10,,,4,,29,4,123,30,0,19,5,9,24,0,,5,,,61,0,0,8,3,20,20,3,5,
Switzerland,720,0,0,8,,146,28,17,3,4,60,21,0,7,,26,9,,,3,4,0,12,32,13,14,0,4,0,,18,0,30,,101,18,,11,0,11,23,0,0,3,,,32,0,0,8,4,12,17,,6,
Syria,2641,13,0,44,11,624,5,21,5,4,175,38,0,0,0,224,23,11,9,24,15,0,35,89,209,24,5,28,0,18,20,3,170,6,157,18,3,129,19,9,137,3,18,15,3,13,134,0,,9,0,65,20,13,20,
Taiwan,9073,28,8,89,11,4411,64,54,3,9,174,183,9,65,8,243,56,36,35,44,14,,236,184,116,64,10,69,0,9,48,15,402,23,704,66,7,103,25,84,135,,6,21,6,24,598,0,0,91,11,143,285,5,34,
Tajikistan,231,0,0,5,0,18,18,3,0,0,9,9,0,0,,4,0,0,0,,0,0,7,,,0,0,5,0,14,0,0,8,,61,,0,6,,15,10,0,0,6,,0,5,0,0,,0,9,7,0,,0
Tanzania,838,14,0,20,0,55,10,8,4,6,43,35,0,0,,26,11,10,21,3,,0,68,62,19,19,3,15,0,4,4,,20,5,67,13,0,37,5,8,27,0,5,13,0,14,85,0,0,3,0,33,19,4,14,0
Thailand,6637,23,80,80,30,1998,76,33,7,11,336,117,13,79,14,151,57,22,29,26,30,13,156,112,82,651,12,59,14,18,159,18,87,22,245,113,,69,31,88,97,0,16,40,5,26,249,,9,50,8,185,176,7,594,8
Togo,1661,13,0,29,0,23,17,30,5,23,35,105,0,,6,133,15,4,4,14,6,,298,25,11,139,,11,0,93,3,,53,,251,64,,23,0,6,56,0,7,5,0,9,42,0,0,7,,74,4,,8,0
Tonga,365,0,18,12,0,149,3,0,0,0,,0,0,67,21,0,0,,0,0,0,,0,0,,,0,,0,0,11,0,0,0,0,,0,0,0,7,,0,0,,0,0,7,0,,47,0,0,9,0,,
Trinidad and Tobago,5937,13,,9,,90,9,55,6,33,883,190,0,,0,28,25,3,4,13,21,,321,124,19,16,3,3,0,5,8,3,359,,3107,47,,32,4,3,170,6,7,16,0,8,149,0,12,,,92,15,4,10,
Tunisia,410,4,0,,,54,3,6,4,7,55,13,0,0,,10,,,,,,0,16,5,10,9,,5,0,4,3,,18,0,54,10,,7,,,18,0,0,,0,,25,0,0,,0,39,3,,3,0
Turkey,4210,16,5,53,16,546,36,95,41,28,270,121,0,4,,140,28,10,21,14,29,5,119,162,64,36,4,41,,8,26,10,483,5,797,62,,62,20,18,147,,17,15,,35,257,,,7,3,206,84,4,30,0
Turkmenistan,274,0,0,3,,58,,4,,0,17,4,0,0,0,7,,4,0,0,0,0,0,8,7,,0,,0,0,3,0,13,0,48,0,0,4,0,4,11,0,0,,0,,10,0,0,7,0,9,12,0,30,0
Turks and Caicos Islands,35,0,0,0,0,,0,0,0,0,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Tuvalu,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Virgin Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,1174,4,0,16,7,193,32,11,8,5,28,24,,0,,52,10,14,4,3,5,10,69,239,24,42,4,11,4,,6,,27,5,40,11,19,37,7,,28,0,0,,,10,61,0,0,6,0,50,23,0,13,0
Ukraine,10813,58,43,63,19,1536,174,194,8,7,446,141,,9,24,951,110,24,35,35,24,16,150,260,283,137,7,92,15,33,31,26,530,16,1965,173,9,311,37,466,568,,5,56,12,69,226,0,,50,,173,1080,9,92,9
United Arab Emirates,693,7,0,9,0,132,5,10,,,43,18,,0,,44,3,,7,6,,,11,16,29,12,0,,0,,7,,34,,66,11,0,29,,4,13,,,3,0,10,89,0,0,0,,44,7,0,5,0
United Kingdom,14348,83,8,245,45,2347,223,314,35,82,1490,559,,38,33,433,182,45,53,92,81,50,314,449,326,125,27,152,21,23,86,90,633,40,1559,396,9,274,61,150,446,13,44,144,10,152,1201,,10,93,47,446,401,31,119,13
United States,216,0,0,6,0,37,,,0,3,29,9,0,,0,6,3,,,0,,0,8,4,3,0,0,0,0,0,,,4,,26,,0,4,,,,,,,0,0,32,,,7,0,5,,,,0
Uruguay,1451,,0,5,0,51,8,22,,6,551,78,0,3,,12,3,0,0,3,8,0,28,66,3,7,3,4,0,0,6,9,226,3,127,27,0,12,,,23,26,,10,0,4,34,0,0,20,0,42,5,0,7,0
Uzbekistan,6375,18,8,171,4,469,119,56,3,6,261,218,0,,192,150,28,,15,177,7,0,168,114,73,15,5,143,,6,4,31,174,6,1915,65,,228,20,173,412,0,,60,9,59,112,,0,68,57,213,304,,30,
Vanuatu,5,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Venezuela,10514,20,,55,9,367,72,70,14,30,6050,319,0,10,4,119,58,9,23,24,62,,141,147,52,47,10,29,,9,32,3,213,4,515,118,,94,57,18,104,167,24,47,0,72,894,0,5,120,4,164,60,6,31,6
Vietnam,31497,93,14,471,110,11086,472,176,27,35,1197,1063,,210,51,480,166,252,421,91,428,34,500,973,424,604,110,336,5,169,168,78,471,60,537,1046,20,329,278,667,941,,27,101,27,226,3534,0,8,237,15,1056,1570,15,78,5
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Yemen,1872,30,0,10,,288,3,19,9,,7,5,0,0,0,48,46,,,,11,0,,4,575,24,13,,0,0,,0,11,,612,22,0,10,0,,13,0,,4,,38,7,0,0,0,,24,18,0,,0
Zambia,613,,0,23,,55,7,10,4,4,33,69,0,0,0,33,23,4,,6,0,,33,21,24,6,,8,0,0,,,10,,54,16,0,14,,3,16,0,0,3,,,80,0,0,,0,13,17,,4,0
Zimbabwe,953,,,18,,97,8,8,,5,47,67,0,0,,20,69,3,8,17,3,0,44,34,24,9,0,9,0,15,,8,42,,44,28,4,26,6,7,48,0,4,6,0,12,141,0,0,,,39,12,4,4,
Unknown,1394,4,2,20,2,232,11,15,1,5,199,41,0,2,4,77,15,1,5,11,23,0,49,27,37,13,2,14,0,4,4,10,53,4,154,29,0,46,11,8,46,8,2,3,1,29,90,0,2,3,0,33,20,2,19,1
