,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Kyrgyzstan,361,0,6,3,0,48,6,,0,0,15,5,0,,0,7,,0,,,,0,8,23,4,5,0,,,,,0,13,,39,0,0,3,,28,10,0,0,,0,4,6,6,0,5,0,8,86,,0,0,2
Laos,5553,15,24,43,86,1641,93,45,3,0,90,174,0,35,34,97,17,89,92,5,19,7,25,103,114,642,5,30,,30,40,13,22,14,66,215,0,78,36,118,47,,66,61,23,107,215,,0,68,,63,160,3,535,0,40
Latvia,455,3,,5,0,61,11,8,,0,32,6,0,,0,34,7,0,0,3,0,0,7,12,12,13,,3,0,6,,0,31,,76,10,,4,,17,17,0,0,,,4,18,0,0,,,7,26,,6,0,1
Lebanon,3399,10,0,47,6,733,27,31,3,6,196,50,0,3,,73,12,5,15,7,24,5,45,277,629,28,5,15,0,4,28,20,131,4,162,23,0,126,11,34,65,4,22,12,0,24,258,,,9,7,140,27,5,5,0,22
Lesotho,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Liberia,2468,5,0,17,,74,11,21,30,5,41,165,0,6,,33,18,14,0,10,,,226,115,45,296,0,24,,5,3,,260,0,147,72,0,52,10,4,355,0,116,16,,19,97,,0,,0,98,4,,19,0,21
Libya,198,,0,3,0,42,9,4,0,0,10,6,,0,0,8,5,,0,3,0,0,,,10,,0,3,0,,0,0,11,0,8,3,0,8,,6,7,0,,,0,,17,0,0,0,0,11,5,0,,,1
Liechtenstein,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,969,0,,4,0,79,22,18,,,62,23,0,,,395,4,,,3,,,21,29,12,11,0,,0,,4,,73,4,72,4,,14,,9,13,0,,,0,,11,0,0,4,,20,17,,13,0,2
Luxembourg,17,0,0,0,0,,0,0,0,0,,0,0,,0,,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0
Macau,181,0,0,0,0,101,3,0,,0,,,0,9,0,5,0,0,0,,0,0,,5,0,0,0,0,0,,,,5,0,22,0,0,3,0,,4,0,0,0,0,,5,0,0,,0,,4,0,,0,0
Macedonia,756,,11,11,0,25,,28,0,0,30,3,0,0,0,102,31,,,,,,4,,102,3,0,5,0,0,4,0,171,,100,3,0,33,,6,14,0,0,0,,3,13,0,0,0,,11,3,,19,0,5
Madagascar,43,0,0,,0,7,0,,0,,3,,0,0,0,,0,,0,0,,0,,0,0,0,0,0,0,0,0,,,0,9,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,7,0,0,0,0,0
Malawi,64,0,0,,,13,0,,0,0,,8,0,0,0,3,,0,0,3,0,0,4,4,0,,,0,0,0,0,0,,0,0,0,0,0,0,,,0,0,,0,,6,0,0,0,0,5,,0,0,0,0
Malaysia,1705,9,0,31,5,500,16,21,,5,54,46,,16,3,53,17,4,21,9,7,0,28,38,12,24,5,23,0,5,18,3,97,,236,12,0,33,19,18,35,0,,4,,17,132,0,,5,,51,50,,5,0,6
Mali,124,,0,,0,4,7,0,0,,,6,0,,0,3,3,0,0,0,0,,14,5,,3,0,,0,0,0,0,0,0,26,4,0,7,,0,10,0,3,,0,0,,,0,0,0,5,4,0,3,0,1
Malta,71,0,0,,0,16,,,0,0,4,,0,0,0,,0,0,0,0,0,0,0,,7,4,0,0,0,0,0,0,3,0,21,0,0,0,,,,0,0,,0,0,,0,0,0,0,0,,,0,0,0
Marshall Islands,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,,,0,0,0,1
Martinique,21,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0
Mauritania,122,0,,3,0,3,,0,0,0,4,4,0,0,0,,8,,0,15,0,0,3,,4,,0,3,0,0,0,0,0,0,22,0,0,26,0,0,5,0,0,0,0,4,4,,0,,0,,,0,0,0,1
Mauritius,70,0,0,,0,9,3,0,0,0,6,3,0,0,0,0,0,0,0,3,,0,0,4,3,5,0,,0,0,,0,6,0,,,0,,0,,,0,0,0,0,0,6,0,0,0,0,6,0,0,,0,0
Mexico,231815,276,100,14083,869,118062,4159,209,114,27,4182,2466,9,133,1172,13608,1205,955,1396,257,187,17,435,233,872,632,101,606,43,944,4901,41,994,1926,1751,1114,10,434,1186,2454,629,80,43,339,54,587,40068,48,,1710,,806,3174,27,1189,107,786
Micronesia,62,0,3,0,0,5,0,0,0,0,0,4,4,13,,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,6,4,0,0,0,3,5,0,,0,1
Moldova,1328,,4,7,0,279,11,3,0,,50,28,0,,,22,3,0,5,4,3,0,19,77,13,87,0,6,0,,,0,32,,124,41,0,9,7,80,65,0,0,5,0,6,18,,0,4,0,23,271,0,3,0,6
Monaco,9,0,0,0,0,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0
Mongolia,129,,0,0,,32,20,0,0,0,0,0,0,,0,12,0,0,,0,,0,6,0,,,,,0,0,,,4,0,4,0,0,,0,0,4,0,0,0,0,,,0,0,7,0,15,3,0,,0,2
Montenegro,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,0,0,0,0,0,0,0,,0,13,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
Montserrat,87,0,0,0,0,4,0,,0,0,12,,0,0,0,0,0,0,,0,0,0,3,16,0,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,,0,,,0,0,,0,8,0,0,3,0,0,0,0,0
Morocco,3383,6,,29,4,230,87,55,17,16,383,60,0,3,3,132,24,9,4,26,5,4,89,428,18,40,8,19,,7,26,12,222,8,336,59,0,86,17,10,176,3,13,24,,16,149,3,,5,0,446,24,,15,0,20
Mozambique,73,,0,0,0,11,0,,0,0,6,0,,0,0,,0,,,0,0,0,4,4,0,0,0,,0,0,,0,10,0,6,,0,,0,0,,0,4,0,0,,5,0,0,4,0,,0,0,,0,1
Namibia,38,0,0,3,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,,,,4,,0,,0,0,,0,0,0,0,0,,0,0,0,0,3,0,0,4,0,0
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Nepal,953,4,0,11,4,114,59,17,,,30,15,0,0,3,20,4,3,8,,4,0,87,52,25,20,0,11,0,24,3,13,20,6,63,8,0,15,0,19,13,0,5,3,0,6,93,,0,3,0,133,12,0,10,0,7
Netherlands,1219,9,5,36,3,278,34,15,,,138,33,,8,6,27,11,4,4,3,,5,34,34,26,10,0,10,3,3,11,9,49,4,67,13,,25,9,24,27,,5,13,0,10,86,0,6,15,3,35,34,,15,,9
Netherlands Antilles,43,0,0,,0,,0,,0,0,10,3,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,5,0,9,0,0,0,0,0,,0,,0,0,0,,0,,0,0,,0,0,0,0,0
New Caledonia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New Zealand,649,,5,16,0,172,45,3,3,3,32,7,4,19,,20,6,,7,3,,,10,13,10,5,,4,,,9,,14,,27,7,0,8,,22,14,0,,0,,7,36,,0,21,,23,32,0,14,,2
Nicaragua,17954,18,5,112,17,4258,40,45,5,23,9968,174,,6,5,97,44,22,26,12,133,0,280,56,23,25,18,19,,10,184,,340,12,364,137,,28,7,22,65,14,5,47,0,47,649,9,0,37,,331,44,6,39,0,119
Niger,73,0,0,,,6,0,,,0,3,,0,0,0,3,7,,0,,0,0,6,0,0,0,0,0,0,5,0,0,,0,6,3,0,4,,0,6,0,0,0,0,,3,0,0,0,0,3,0,0,0,0,5
Nigeria,8597,23,4,79,23,780,63,67,24,59,252,656,,5,8,515,97,10,35,25,32,4,1207,274,138,182,16,117,,15,24,8,609,7,744,114,4,140,40,26,212,,57,43,3,113,1387,15,0,8,,185,35,3,31,,72
Northern Mariana Islands,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,153,0,,4,0,22,4,,0,,25,3,0,,0,4,,,,,,0,,,,0,0,,3,0,6,,10,,8,,,,,,,0,0,,0,0,14,0,0,0,0,8,11,0,3,0,0
Oman,33,0,0,0,0,7,0,0,0,0,3,,0,0,0,,,0,0,,0,0,,,,,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1
Pakistan,11813,30,3,94,17,1505,65,175,34,12,470,310,,4,,932,90,20,74,30,58,4,623,190,369,83,17,119,,15,62,22,980,18,1449,114,,164,68,40,265,,18,24,0,46,1723,,,31,6,1166,84,16,89,,75
Palau,62,0,,,0,9,3,0,0,0,,,10,,0,,0,0,,0,0,0,,,0,,0,,0,0,0,,0,0,,4,0,0,,,0,0,0,0,0,0,6,,0,0,0,,6,0,0,0,2
Panama,2870,24,3,39,8,307,33,17,7,9,742,150,0,6,5,53,16,6,13,12,21,,91,50,19,21,10,14,,,25,,100,9,348,70,,28,18,8,35,35,,28,0,32,251,10,0,8,0,120,19,7,16,0,17
Papua New Guinea,14,0,0,0,0,3,0,0,0,0,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
Paraguay,386,,0,4,0,30,6,14,0,,58,4,0,,0,9,,,8,,,,31,4,,,0,,0,0,3,0,29,0,95,6,0,6,,5,8,,,0,0,,16,,0,5,0,20,,0,,0,3
Peru,15016,25,8,145,16,2503,138,325,13,32,3618,240,,19,31,207,34,15,39,32,17,9,467,198,31,44,12,46,3,13,128,6,2424,19,1481,121,,91,50,58,181,43,34,39,3,49,565,10,0,182,3,985,106,7,60,5,82
Philippines,58792,88,400,865,94,27347,307,328,96,61,2239,392,760,2766,63,2779,223,82,120,125,86,46,1365,313,589,236,89,255,25,65,2197,58,3408,66,1890,329,11,357,126,427,563,5,50,281,19,272,2376,118,23,153,15,1761,1594,31,160,15,283
Poland,14237,7,6,145,6,480,117,676,8,,456,86,0,11,6,5816,57,10,6,11,4,15,109,335,423,38,5,33,8,11,61,26,2032,5,1981,54,,129,6,43,386,3,60,25,,19,149,,0,20,13,78,103,3,77,,69
Portugal,3988,3,0,10,0,361,5,169,,4,147,13,0,,10,,,0,,0,,,67,1325,5,3,,3,0,0,6,18,1019,3,198,,0,0,,,59,,407,3,,,22,0,0,5,0,73,7,0,,0,21
Puerto Rico,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,85,0,0,5,0,11,,0,,,5,,0,0,0,15,0,,3,,,0,,0,,0,,,0,0,0,,5,0,8,,0,,0,,0,0,0,0,0,,11,0,0,0,0,3,0,0,0,0,1
Reunion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Romania,4515,12,6,205,8,670,64,58,5,7,319,203,0,5,22,550,26,8,11,11,12,3,66,53,380,34,5,44,4,4,64,9,162,6,332,36,,217,11,141,136,,6,26,,44,192,4,0,8,4,87,186,0,20,0,25
Russia,10778,34,50,110,18,2023,341,123,12,19,525,167,,19,29,424,62,43,38,51,25,21,349,502,151,188,10,71,10,44,89,44,658,23,1489,91,5,217,42,297,419,,23,47,8,69,327,6,,90,14,317,875,11,96,5,52
Rwanda,101,0,0,4,0,6,0,0,0,0,4,6,0,0,0,,,,0,3,0,,6,0,,,,,0,,0,3,4,,22,4,0,8,,0,0,0,,0,,3,5,,0,,0,3,0,0,0,0,0
Saint Helena,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts-Nevis,529,0,0,0,0,4,0,9,,,93,26,0,0,0,3,,0,0,0,0,0,14,8,0,,0,,0,0,0,0,38,0,118,8,0,,,0,3,7,,5,0,0,11,,154,,0,7,,0,0,,7
Saint Lucia,779,,,0,,12,3,25,3,,121,28,0,0,0,4,0,,,,6,0,42,13,,0,,,,0,,0,35,0,249,4,,3,0,0,14,3,,3,,,60,,107,0,0,11,,0,3,0,8
Saint Vincent and the Grenadines,623,,,,0,19,3,6,0,,61,23,0,0,0,3,,,0,,0,0,20,16,,3,0,0,,0,,0,27,0,350,8,0,,0,0,24,0,,,0,3,11,,12,,0,7,4,0,0,0,3
Samoa,204,,5,4,,77,4,0,0,0,4,0,0,31,,,,0,0,,0,0,,0,0,,0,6,,0,6,0,,0,,0,0,0,0,4,0,0,0,0,0,,3,0,0,35,0,0,8,0,0,0,3
San Marino,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
Saudi Arabia,615,4,0,13,4,102,4,3,3,0,32,13,0,4,0,54,6,,4,6,,0,20,13,32,10,,8,,,4,,23,,23,10,0,23,5,5,7,0,0,5,3,5,77,,,4,,62,5,0,,0,6
Senegal,566,,,3,0,41,6,6,0,,12,29,0,0,0,11,16,6,,10,,0,45,21,19,3,0,5,0,,,,30,0,104,21,0,44,,,12,0,20,6,0,3,23,0,5,0,,31,4,0,6,0,6
Serbia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,3582,6,7,97,10,347,33,89,,4,236,45,0,6,15,406,34,32,14,65,6,8,49,80,249,25,,60,0,10,37,12,193,,672,37,9,108,13,40,72,0,6,5,10,28,126,,,36,6,88,42,3,65,,33
Seychelles,26,,0,0,0,,4,0,0,0,5,0,0,,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0
Sierra Leone,2018,3,,12,3,104,7,13,10,28,26,78,0,,0,24,6,4,,3,0,,514,64,20,35,,18,0,,3,4,179,,114,42,,99,0,,155,0,,4,,11,90,0,0,,0,288,10,,7,,22
Singapore,433,0,,14,3,170,7,,0,0,14,10,0,7,0,10,,,3,0,0,,5,12,9,8,,,,,3,,17,,29,8,0,,0,5,5,0,,,0,0,35,,0,3,,17,16,0,,0,1
Slovak Republic,498,0,0,8,0,47,11,9,0,,58,9,0,,0,51,,0,,,0,0,7,13,4,7,,7,,0,6,,101,0,54,0,0,16,,4,22,0,,4,,4,9,0,0,,0,14,8,0,6,0,4
Slovenia,80,0,0,,0,9,,,0,0,10,,0,0,0,5,0,,,,,0,,,,0,0,9,0,0,,0,,0,8,0,0,,0,,,0,0,0,0,,3,,0,0,0,4,4,0,0,0,1
Solomon Islands,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Somalia,3816,0,,101,,184,41,7,0,,8,126,0,0,3,59,17,13,11,28,,93,32,86,58,1295,0,121,0,22,,0,,0,46,52,16,618,,56,11,0,0,0,5,105,99,0,0,35,,182,224,0,23,0,27
South Africa,2980,6,4,86,11,593,90,33,,7,367,172,,9,11,102,23,11,12,12,21,6,63,73,33,57,5,35,,6,35,4,97,5,106,69,,71,16,42,82,,6,35,,43,257,,,38,4,76,67,,41,3,20
Soviet Union,3538,4,13,45,3,572,59,39,0,5,192,46,0,3,,287,23,15,19,16,6,6,161,208,65,47,,26,,9,21,13,318,6,572,18,3,70,,135,92,,6,12,4,20,70,,0,10,5,95,139,0,26,,24
Spain,1958,3,0,35,,308,16,17,4,8,430,30,,,5,48,7,3,10,8,3,0,47,42,21,17,,11,,3,16,5,309,7,179,13,0,24,4,15,25,47,8,9,,5,104,3,0,13,0,50,19,,9,0,10
Sri Lanka,1377,,4,13,4,403,9,14,0,5,52,13,,,,33,11,,12,6,4,0,127,42,23,26,,14,0,,23,,104,3,125,3,0,32,0,13,19,0,8,4,0,8,108,,0,3,0,60,15,0,12,,10
Sudan,2893,9,5,145,,147,80,36,,9,73,81,0,0,4,88,12,104,23,41,3,62,88,68,78,107,14,69,0,159,10,39,38,,121,100,26,68,,7,115,0,3,7,56,115,226,0,0,49,6,297,57,,19,0,22
Suriname,202,0,0,0,0,10,0,,,0,72,6,0,,,3,0,0,0,0,4,0,4,0,,,,0,0,0,,0,14,0,51,0,0,0,,,7,,0,0,0,0,9,,,0,0,6,0,0,0,0,1
Swaziland,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0
Sweden,1207,,,30,,347,40,30,3,,125,27,0,3,3,27,9,,,4,3,11,19,42,24,19,,,,3,7,,54,3,83,33,0,12,7,20,26,0,10,5,0,9,58,0,0,11,3,34,33,,6,,5
Switzerland,658,,,19,0,174,24,11,0,,70,13,,8,7,18,3,,,0,3,4,8,24,3,3,0,3,4,0,16,4,26,3,62,7,0,7,,10,16,0,3,,0,3,43,,,5,0,15,17,,4,0,2
Syria,2105,6,0,20,9,562,9,20,,5,127,18,0,0,0,167,17,,11,8,11,0,29,62,124,9,3,13,0,,16,3,144,,208,24,0,70,13,11,103,3,19,6,,15,106,0,,0,0,79,10,8,14,0,15
Taiwan,8711,15,5,82,13,4486,65,32,17,9,125,148,11,70,4,163,45,26,36,18,22,,210,163,112,52,3,71,0,12,86,15,473,17,488,53,0,110,15,61,104,0,6,24,,27,657,,0,39,7,208,248,9,24,0,20
Tajikistan,168,0,0,0,0,24,17,,0,,9,,0,0,0,5,0,0,0,0,0,0,,,0,,0,,0,4,,,,0,48,0,0,3,,13,,0,0,0,0,,3,0,0,0,0,6,20,0,0,0,1
Tanzania,464,,0,14,0,45,,6,,0,56,26,0,3,0,14,5,3,9,,0,0,22,19,7,7,,8,0,,,,22,3,18,8,0,26,0,3,15,0,,10,0,7,60,0,,,,19,10,,,0,1
Thailand,6930,28,34,78,33,2491,76,32,,12,340,146,5,74,13,207,25,18,47,21,33,16,156,286,91,245,12,54,4,18,190,14,103,13,173,106,4,103,21,103,120,0,43,33,7,71,366,8,0,38,6,248,241,8,271,,40
Togo,673,8,,13,0,21,9,15,,,17,60,0,,,42,14,8,4,12,,5,84,10,6,40,,4,0,25,0,0,30,,70,21,0,22,,,24,0,,,0,5,19,7,0,3,,39,7,,9,0,2
Tonga,421,0,6,19,0,214,0,0,0,0,,0,0,47,,0,0,0,,0,0,0,0,,0,0,0,,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,6,0,0,95,0,0,6,0,,0,5
Trinidad and Tobago,7305,21,3,37,,170,16,78,24,33,1561,267,,10,,43,18,5,8,12,12,,485,192,27,15,3,8,0,5,14,,571,,2668,70,,32,15,7,257,3,11,27,,35,289,5,27,,,143,15,3,8,0,39
Tunisia,390,,0,6,,58,5,,0,,41,8,0,,,19,10,0,,4,0,0,18,10,14,,0,3,0,,5,0,17,0,34,3,0,13,0,3,22,0,0,,0,3,15,,0,,0,59,,0,,0,3
Turkey,2771,7,,21,8,422,35,64,17,9,215,48,,3,0,107,21,10,10,8,8,,103,70,30,26,,16,0,7,25,9,447,7,356,26,,44,11,18,102,0,7,13,,21,164,3,,,4,165,38,,19,3,12
Turkmenistan,99,0,0,0,0,17,,,0,0,3,,0,0,0,3,0,0,,0,0,0,,,3,,,0,0,0,,0,,,13,0,0,,0,3,4,0,0,,0,,4,,0,4,0,4,16,,5,0,0
Turks and Caicos Islands,33,0,0,,0,0,0,0,0,0,22,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1
Tuvalu,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Virgin Islands,5,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,541,3,0,14,0,86,8,8,,0,32,29,0,0,0,17,4,4,,,3,3,27,54,10,15,,4,,0,4,,39,,26,7,,26,,,15,0,,,0,3,27,0,0,,0,20,22,,5,0,5
Ukraine,10992,10,17,81,15,1807,176,119,10,7,416,153,0,6,54,737,79,17,28,36,11,14,184,318,157,166,5,98,7,54,52,21,605,19,1723,92,5,409,24,510,739,0,11,53,24,43,166,6,,33,,137,1400,4,74,,54
United Arab Emirates,328,0,,,0,48,5,4,0,0,12,8,0,0,0,21,3,,4,,0,0,5,4,18,5,0,,0,,,0,22,0,30,5,0,14,3,,12,0,0,0,,3,59,0,0,,0,21,4,0,4,0,0
United Kingdom,12095,51,17,322,27,2467,323,200,44,25,1511,392,,45,32,332,91,28,40,54,33,30,326,425,275,86,20,83,26,18,114,62,540,36,842,192,4,206,56,183,336,0,28,129,7,104,867,6,,73,25,472,308,21,91,7,57
United States,67,0,0,,0,13,0,0,0,0,6,,0,0,,,0,0,0,,0,0,5,3,0,0,,0,,0,,0,3,0,10,0,0,,0,0,0,0,,0,0,,4,0,0,0,0,5,3,,0,0,0
Uruguay,924,,0,15,0,86,3,15,0,3,256,29,0,,,6,3,0,0,,,0,21,39,4,3,0,,0,0,6,13,181,,93,6,0,4,,4,18,4,,,0,8,35,,0,20,0,22,7,,0,0,3
Uzbekistan,1377,,0,30,,179,39,9,0,,56,22,0,,3,36,9,0,7,5,0,0,26,32,13,4,0,10,0,9,,,56,,554,8,0,34,3,32,48,0,,,0,7,29,,0,7,0,25,54,0,5,0,13
Vanuatu,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,6557,20,,67,10,368,57,55,11,15,3341,149,0,11,6,98,33,5,18,18,31,,88,127,47,23,10,21,,14,21,3,300,4,315,94,,61,24,14,74,84,16,39,0,36,494,5,,71,,162,27,5,20,,36
Vietnam,39584,198,7,832,135,15131,674,227,26,30,1473,1267,5,204,59,562,190,315,310,153,672,58,607,1445,354,596,139,440,3,183,304,46,712,131,605,436,19,290,351,719,1304,6,36,152,41,294,4459,5,,245,35,1381,1334,21,113,,247
Yemen,1080,7,,,,193,,7,4,0,,3,0,0,,41,10,0,,,,,11,,413,3,8,3,0,0,0,0,7,,245,19,0,8,,4,4,0,0,,0,12,9,0,0,0,0,29,8,0,,,11
Zambia,290,,,16,,45,3,,,,28,15,,0,,17,3,0,,,,0,6,4,4,8,,4,,,,0,10,0,13,,0,4,5,3,7,0,0,6,0,6,40,0,0,,0,11,6,0,,0,1
Zimbabwe,413,6,,12,,54,10,3,0,,28,26,0,,0,9,15,,,6,,0,15,17,10,4,,3,,5,,3,7,0,11,13,,8,3,6,13,0,0,7,0,8,52,0,0,7,3,21,11,,,0,0
Unknown,1134,4,1,21,3,114,2,4,0,1,260,33,0,4,0,70,4,1,5,11,9,0,15,5,31,3,3,8,0,2,4,1,19,5,22,15,0,33,18,5,6,3,1,16,0,29,251,0,4,4,1,16,8,0,6,0,53
