GEO.id,Id
HC04_EST_VC10,Foreign born; Naturalized citizen; Estimate; 45 to 54 years
HC04_MOE_VC10,Foreign born; Naturalized citizen; Margin of Error; 45 to 54 years
HC05_EST_VC10,Foreign born; Not a U.S. citizen; Estimate; 45 to 54 years
HC05_MOE_VC10,Foreign born; Not a U.S. citizen; Margin of Error; 45 to 54 years
HC01_EST_VC11,Total; Estimate; 55 to 64 years
HC01_MOE_VC11,Total; Margin of Error; 55 to 64 years
HC02_EST_VC11,Native; Estimate; 55 to 64 years
HC02_MOE_VC11,Native; Margin of Error; 55 to 64 years
HC03_EST_VC11,Foreign born; Estimate; 55 to 64 years
HC03_MOE_VC11,Foreign born; Margin of Error; 55 to 64 years
HC04_EST_VC11,Foreign born; Naturalized citizen; Estimate; 55 to 64 years
HC04_MOE_VC11,Foreign born; Naturalized citizen; Margin of Error; 55 to 64 years
HC05_EST_VC11,Foreign born; Not a U.S. citizen; Estimate; 55 to 64 years
HC05_MOE_VC11,Foreign born; Not a U.S. citizen; Margin of Error; 55 to 64 years
HC01_EST_VC12,Total; Estimate; 65 to 74 years
HC01_MOE_VC12,Total; Margin of Error; 65 to 74 years
HC02_EST_VC12,Native; Estimate; 65 to 74 years
HC02_MOE_VC12,Native; Margin of Error; 65 to 74 years
HC03_EST_VC12,Foreign born; Estimate; 65 to 74 years
HC03_MOE_VC12,Foreign born; Margin of Error; 65 to 74 years
HC04_EST_VC12,Foreign born; Naturalized citizen; Estimate; 65 to 74 years
HC04_MOE_VC12,Foreign born; Naturalized citizen; Margin of Error; 65 to 74 years
HC05_EST_VC12,Foreign born; Not a U.S. citizen; Estimate; 65 to 74 years
HC05_MOE_VC12,Foreign born; Not a U.S. citizen; Margin of Error; 65 to 74 years
HC01_EST_VC13,Total; Estimate; 75 to 84 years
HC01_MOE_VC13,Total; Margin of Error; 75 to 84 years
HC02_EST_VC13,Native; Estimate; 75 to 84 years
HC02_MOE_VC13,Native; Margin of Error; 75 to 84 years
HC03_EST_VC13,Foreign born; Estimate; 75 to 84 years
HC03_MOE_VC13,Foreign born; Margin of Error; 75 to 84 years
HC04_EST_VC13,Foreign born; Naturalized citizen; Estimate; 75 to 84 years
HC04_MOE_VC13,Foreign born; Naturalized citizen; Margin of Error; 75 to 84 years
HC05_EST_VC13,Foreign born; Not a U.S. citizen; Estimate; 75 to 84 years
HC05_MOE_VC13,Foreign born; Not a U.S. citizen; Margin of Error; 75 to 84 years
HC01_EST_VC14,Total; Estimate; 85 years and over
HC01_MOE_VC14,Total; Margin of Error; 85 years and over
HC02_EST_VC14,Native; Estimate; 85 years and over
HC02_MOE_VC14,Native; Margin of Error; 85 years and over
HC03_EST_VC14,Foreign born; Estimate; 85 years and over
HC03_MOE_VC14,Foreign born; Margin of Error; 85 years and over
HC04_EST_VC14,Foreign born; Naturalized citizen; Estimate; 85 years and over
HC04_MOE_VC14,Foreign born; Naturalized citizen; Margin of Error; 85 years and over
HC05_EST_VC14,Foreign born; Not a U.S. citizen; Estimate; 85 years and over
HC05_MOE_VC14,Foreign born; Not a U.S. citizen; Margin of Error; 85 years and over
HC01_EST_VC16,Total; Estimate; Median age (years)
HC01_MOE_VC16,Total; Margin of Error; Median age (years)
HC02_EST_VC16,Native; Estimate; Median age (years)
HC02_MOE_VC16,Native; Margin of Error; Median age (years)
HC03_EST_VC16,Foreign born; Estimate; Median age (years)
HC03_MOE_VC16,Foreign born; Margin of Error; Median age (years)
HC04_EST_VC16,Foreign born; Naturalized citizen; Estimate; Median age (years)
HC04_MOE_VC16,Foreign born; Naturalized citizen; Margin of Error; Median age (years)
HC05_EST_VC16,Foreign born; Not a U.S. citizen; Estimate; Median age (years)
HC05_MOE_VC16,Foreign born; Not a U.S. citizen; Margin of Error; Median age (years)
HC01_EST_VC19,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC01_MOE_VC19,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC02_EST_VC19,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC02_MOE_VC19,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC03_EST_VC19,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC03_MOE_VC19,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC04_EST_VC19,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC04_MOE_VC19,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC05_EST_VC19,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC05_MOE_VC19,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race
HC01_EST_VC20,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC01_MOE_VC20,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC02_EST_VC20,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC02_MOE_VC20,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC03_EST_VC20,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC03_MOE_VC20,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC04_EST_VC20,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC04_MOE_VC20,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC05_EST_VC20,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC05_MOE_VC20,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White
HC01_EST_VC21,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC01_MOE_VC21,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC02_EST_VC21,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC02_MOE_VC21,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC03_EST_VC21,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC03_MOE_VC21,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC04_EST_VC21,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC04_MOE_VC21,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC05_EST_VC21,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC05_MOE_VC21,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American
HC01_EST_VC22,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC01_MOE_VC22,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC02_EST_VC22,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC02_MOE_VC22,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_EST_VC22,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC03_MOE_VC22,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_EST_VC22,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC04_MOE_VC22,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC05_EST_VC22,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC05_MOE_VC22,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native
HC01_EST_VC23,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_MOE_VC23,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_EST_VC23,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC02_MOE_VC23,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_EST_VC23,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC03_MOE_VC23,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_EST_VC23,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC04_MOE_VC23,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC05_EST_VC23,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC05_MOE_VC23,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian
HC01_EST_VC24,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_MOE_VC24,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_EST_VC24,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC02_MOE_VC24,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_EST_VC24,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC03_MOE_VC24,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_EST_VC24,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC04_MOE_VC24,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC05_EST_VC24,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC05_MOE_VC24,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander
HC01_EST_VC25,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC01_MOE_VC25,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_EST_VC25,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC02_MOE_VC25,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_EST_VC25,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC03_MOE_VC25,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC04_EST_VC25,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC04_MOE_VC25,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC05_EST_VC25,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC05_MOE_VC25,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race
HC01_EST_VC26,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_MOE_VC26,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_EST_VC26,Native; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC02_MOE_VC26,Native; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_EST_VC26,Foreign born; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC03_MOE_VC26,Foreign born; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_EST_VC26,Foreign born; Naturalized citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC04_MOE_VC26,Foreign born; Naturalized citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC05_EST_VC26,Foreign born; Not a U.S. citizen; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC05_MOE_VC26,Foreign born; Not a U.S. citizen; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races
HC01_EST_VC28,Total; Estimate; Hispanic or Latino origin (of any race)
HC01_MOE_VC28,Total; Margin of Error; Hispanic or Latino origin (of any race)
HC02_EST_VC28,Native; Estimate; Hispanic or Latino origin (of any race)
HC02_MOE_VC28,Native; Margin of Error; Hispanic or Latino origin (of any race)
HC03_EST_VC28,Foreign born; Estimate; Hispanic or Latino origin (of any race)
HC03_MOE_VC28,Foreign born; Margin of Error; Hispanic or Latino origin (of any race)
HC04_EST_VC28,Foreign born; Naturalized citizen; Estimate; Hispanic or Latino origin (of any race)
HC04_MOE_VC28,Foreign born; Naturalized citizen; Margin of Error; Hispanic or Latino origin (of any race)
HC05_EST_VC28,Foreign born; Not a U.S. citizen; Estimate; Hispanic or Latino origin (of any race)
HC05_MOE_VC28,Foreign born; Not a U.S. citizen; Margin of Error; Hispanic or Latino origin (of any race)
HC01_EST_VC29,"Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC29,"Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC29,"Native; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC29,"Native; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC29,"Foreign born; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC29,"Foreign born; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC29,"Foreign born; Naturalized citizen; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC29,"Foreign born; Naturalized citizen; Margin of Error; White alone, not Hispanic or Latino"
HC05_EST_VC29,"Foreign born; Not a U.S. citizen; Estimate; White alone, not Hispanic or Latino"
HC05_MOE_VC29,"Foreign born; Not a U.S. citizen; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC32,Total; Estimate; HOUSEHOLD TYPE - In married-couple family
HC01_MOE_VC32,Total; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC02_EST_VC32,Native; Estimate; HOUSEHOLD TYPE - In married-couple family
HC02_MOE_VC32,Native; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC03_EST_VC32,Foreign born; Estimate; HOUSEHOLD TYPE - In married-couple family
HC03_MOE_VC32,Foreign born; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC04_EST_VC32,Foreign born; Naturalized citizen; Estimate; HOUSEHOLD TYPE - In married-couple family
HC04_MOE_VC32,Foreign born; Naturalized citizen; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC05_EST_VC32,Foreign born; Not a U.S. citizen; Estimate; HOUSEHOLD TYPE - In married-couple family
HC05_MOE_VC32,Foreign born; Not a U.S. citizen; Margin of Error; HOUSEHOLD TYPE - In married-couple family
HC01_EST_VC33,Total; Estimate; HOUSEHOLD TYPE - In other households
HC01_MOE_VC33,Total; Margin of Error; HOUSEHOLD TYPE - In other households
HC02_EST_VC33,Native; Estimate; HOUSEHOLD TYPE - In other households
HC02_MOE_VC33,Native; Margin of Error; HOUSEHOLD TYPE - In other households
HC03_EST_VC33,Foreign born; Estimate; HOUSEHOLD TYPE - In other households
HC03_MOE_VC33,Foreign born; Margin of Error; HOUSEHOLD TYPE - In other households
HC04_EST_VC33,Foreign born; Naturalized citizen; Estimate; HOUSEHOLD TYPE - In other households
HC04_MOE_VC33,Foreign born; Naturalized citizen; Margin of Error; HOUSEHOLD TYPE - In other households
HC05_EST_VC33,Foreign born; Not a U.S. citizen; Estimate; HOUSEHOLD TYPE - In other households
HC05_MOE_VC33,Foreign born; Not a U.S. citizen; Margin of Error; HOUSEHOLD TYPE - In other households
HC01_EST_VC35,Total; Estimate; Average household size
HC01_MOE_VC35,Total; Margin of Error; Average household size
HC02_EST_VC35,Native; Estimate; Average household size
HC02_MOE_VC35,Native; Margin of Error; Average household size
HC03_EST_VC35,Foreign born; Estimate; Average household size
HC03_MOE_VC35,Foreign born; Margin of Error; Average household size
HC04_EST_VC35,Foreign born; Naturalized citizen; Estimate; Average household size
HC04_MOE_VC35,Foreign born; Naturalized citizen; Margin of Error; Average household size
HC05_EST_VC35,Foreign born; Not a U.S. citizen; Estimate; Average household size
HC05_MOE_VC35,Foreign born; Not a U.S. citizen; Margin of Error; Average household size
HC01_EST_VC36,Total; Estimate; Average family size
HC01_MOE_VC36,Total; Margin of Error; Average family size
HC02_EST_VC36,Native; Estimate; Average family size
HC02_MOE_VC36,Native; Margin of Error; Average family size
HC03_EST_VC36,Foreign born; Estimate; Average family size
HC03_MOE_VC36,Foreign born; Margin of Error; Average family size
HC04_EST_VC36,Foreign born; Naturalized citizen; Estimate; Average family size
HC04_MOE_VC36,Foreign born; Naturalized citizen; Margin of Error; Average family size
HC05_EST_VC36,Foreign born; Not a U.S. citizen; Estimate; Average family size
HC05_MOE_VC36,Foreign born; Not a U.S. citizen; Margin of Error; Average family size
HC01_EST_VC39,Total; Estimate; MARITAL STATUS - Population 15 years and over
HC01_MOE_VC39,Total; Margin of Error; MARITAL STATUS - Population 15 years and over
HC02_EST_VC39,Native; Estimate; MARITAL STATUS - Population 15 years and over
HC02_MOE_VC39,Native; Margin of Error; MARITAL STATUS - Population 15 years and over
HC03_EST_VC39,Foreign born; Estimate; MARITAL STATUS - Population 15 years and over
HC03_MOE_VC39,Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over
HC04_EST_VC39,Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over
HC04_MOE_VC39,Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over
HC05_EST_VC39,Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over
HC05_MOE_VC39,Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over
HC01_EST_VC40,Total; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC01_MOE_VC40,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC02_EST_VC40,Native; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC02_MOE_VC40,Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC03_EST_VC40,Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC03_MOE_VC40,Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC04_EST_VC40,Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC04_MOE_VC40,Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC05_EST_VC40,Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC05_MOE_VC40,Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC01_EST_VC41,"Total; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC01_MOE_VC41,"Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC02_EST_VC41,"Native; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC02_MOE_VC41,"Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC03_EST_VC41,"Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC03_MOE_VC41,"Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC04_EST_VC41,"Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC04_MOE_VC41,"Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC05_EST_VC41,"Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC05_MOE_VC41,"Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC01_EST_VC42,Total; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC01_MOE_VC42,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC02_EST_VC42,Native; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC02_MOE_VC42,Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC03_EST_VC42,Foreign born; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC03_MOE_VC42,Foreign born; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC04_EST_VC42,Foreign born; Naturalized citizen; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC04_MOE_VC42,Foreign born; Naturalized citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC05_EST_VC42,Foreign born; Not a U.S. citizen; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC05_MOE_VC42,Foreign born; Not a U.S. citizen; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC01_EST_VC43,Total; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC01_MOE_VC43,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC02_EST_VC43,Native; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC02_MOE_VC43,Native; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
